0,1,2,3,4,5,6,7,8,9
Ground,O,M,R,W,4w,Best,Avg,S/R,E/R
Edgbaston,9.0,1,41,1,0,1/41,41.00,54.00,4.56
Overall (1),9.0,1,41,1,0,1/41,41.00,54.00,4.56
