0,1,2,3,4,5,6,7,8,9,10,11,12
Ground,Mat,Inns,NO,100s,50s,0s,HS,Runs,Avg,S/R,Ca,St
AMI Stadium,1,0,0,0,0,0,0,0,,,1,0
Carisbrook,1,0,0,0,0,0,0,0,,,1,1
Devonport Oval,1,1,0,0,0,1,0,0,0.00,,3,0
Eden Park,1,1,0,0,0,0,2,2,2.00,28.57,1,0
Gaddafi Stadium,1,1,1,0,0,0,7*,7,,87.50,2,0
McLean Park,1,1,0,0,0,1,0,0,0.00,,0,0
Melbourne Cricket Ground,2,1,1,0,0,0,5*,5,,41.67,1,1
National Stadium (Karachi),1,0,0,0,0,0,0,0,,,0,0
Sector 16 Stadium,1,0,0,0,0,0,0,0,,,0,0
Sharjah Cricket Stadium,2,2,0,0,0,0,7,11,5.50,39.29,3,1
Sydney Cricket Ground,1,1,1,0,0,0,9*,9,,75.00,1,0
Overall (11),13,8,3,0,0,2,9*,34,6.80,47.89,13,3
