0,1,2,3,4,5,6,7,8,9,10,11
Position,Inns,NO,100s,50s,0s,HS,Runs,Avg,S/R,Ca,St
9,1,0,0,1,0,59,59,59.00,137.21,0,0
10,1,0,0,0,0,22,22,22.00,78.57,1,0
Overall,2,0,0,1,0,59,81,40.50,114.08,1,0
