0,1,2,3,4,5,6,7,8,9,10,11,12
Ground,Mat,Inns,NO,100s,50s,0s,HS,Runs,Avg,S/R,Ca,St
Antigua Recreation Ground,2,2,0,0,1,0,93,141,70.50,66.82,1,0
Boland Park,1,1,0,0,0,0,1,1,1.00,11.11,0,0
Buffalo Park,1,1,0,0,0,0,9,9,9.00,37.50,0,0
"Cricket, Skating & Curling Club",2,2,0,0,1,0,62,63,31.50,95.45,1,0
Darren Sammy National Cricket Stadium,3,3,0,0,1,0,50,104,34.67,65.00,1,0
Kingsmead,1,1,0,0,0,0,42,42,42.00,66.67,0,0
Maple Leaf North - West Ground,3,3,0,0,0,0,13,26,8.67,42.62,1,0
Newlands,1,1,0,0,1,0,71,71,71.00,71.00,0,0
SuperSport Park,2,2,0,0,0,0,16,26,13.00,60.47,1,0
Willowmoore Park,3,3,0,0,0,0,38,49,16.33,50.52,2,0
Overall (10),19,19,0,0,4,0,93,532,28.00,63.79,7,0
