0,1,2,3,4,5,6,7,8,9,10,11,12
Ground,Mat,Inns,NO,100s,50s,0s,HS,Runs,Avg,S/R,Ca,St
Sydney Cricket Ground,1,1,0,0,0,0,38,38,38.00,73.08,2,1
WACA Ground,1,1,0,0,0,0,16,16,16.00,88.89,2,0
Overall (2),2,2,0,0,0,0,38,54,27.00,77.14,4,1
