0,1,2,3,4,5,6,7,8,9
Ground,O,M,R,W,4w,Best,Avg,S/R,E/R
Adelaide Oval,10.0,0,51,1,0,1/51,51.00,60.00,5.10
Arun Jaitley Stadium,7.0,1,41,2,0,2/41,20.50,21.00,5.86
Bellerive Oval,9.0,1,37,2,0,2/37,18.50,27.00,4.11
Brisbane Cricket Ground,9.3,0,64,2,0,2/64,32.00,28.50,6.74
Civil Service Cricket Club,2.0,0,10,2,0,2/10,5.00,6.00,5.00
County Ground (Bristol),4.0,0,20,1,0,1/20,20.00,24.00,5.00
Dubai International Cricket Stadium,9.0,0,47,1,0,1/47,47.00,54.00,5.22
Eden Gardens,9.0,0,36,1,0,1/36,36.00,54.00,4.00
Edgbaston,31.0,1,154,4,0,2/45,38.50,46.50,4.97
Grange Cricket Club,8.0,2,34,2,0,2/34,17.00,24.00,4.25
Headingley,20.0,0,152,2,0,1/53,76.00,60.00,7.60
Himachal Pradesh Cricket Association Stadium,9.4,1,45,4,1,4/45,11.25,14.50,4.66
JSCA International Stadium Complex,7.0,2,31,0,0,0/31,,,4.43
Kennington Oval,68.4,5,366,10,0,3/51,36.60,41.20,5.33
Lord's,82.5,5,409,8,0,2/41,51.13,62.13,4.94
M Chinnaswamy Stadium,20.0,1,112,6,1,5/48,18.67,20.00,5.60
MA Chidambaram Stadium,15.0,2,73,1,0,1/27,73.00,90.00,4.87
Melbourne Cricket Ground,19.4,0,127,3,0,2/71,42.33,39.33,6.46
Newlands,10.0,0,61,0,0,0/61,,,6.10
Old Trafford,23.0,0,150,3,0,3/49,50.00,46.00,6.52
Punjab Cricket Association IS Bindra Stadium,17.2,1,121,3,0,2/62,40.33,34.67,6.98
R Premadasa Stadium,8.0,1,40,0,0,0/40,,,5.00
Rajiv Gandhi International Stadium,10.0,0,66,0,0,0/66,,,6.60
Riverside Ground,33.5,0,186,7,0,2/46,26.57,29.00,5.50
Saurashtra Cricket Association Stadium,8.0,0,67,2,0,2/67,33.50,24.00,8.38
Shere Bangla National Stadium,19.0,0,99,4,0,3/51,24.75,28.50,5.21
Sir Vivian Richards Stadium,23.4,3,126,7,0,3/45,18.00,20.29,5.32
Sophia Gardens,23.0,0,147,2,0,2/41,73.50,69.00,6.39
St George's Park,8.0,2,15,1,0,1/15,15.00,48.00,1.88
SuperSport Park,18.0,0,97,2,0,2/46,48.50,54.00,5.39
Sydney Cricket Ground,6.0,0,42,0,0,0/42,,,7.00
The Rose Bowl,54.4,3,337,8,1,4/34,42.13,41.00,6.16
The Village,6.0,2,11,1,0,1/11,11.00,36.00,1.83
Trent Bridge,46.0,0,242,8,0,2/27,30.25,34.50,5.26
Vidarbha Cricket Association Stadium,10.0,0,49,1,0,1/49,49.00,60.00,4.90
WACA Ground,8.4,0,45,3,0,3/45,15.00,17.33,5.19
Wankhede Stadium,10.0,0,40,0,0,0/40,,,4.00
Zahur Ahmed Chowdhury Stadium,19.0,2,63,5,1,4/28,12.60,22.80,3.32
Overall (38),703.3,35,3813,109,4,5/48,34.98,38.72,5.42
