0,1,2,3,4,5,6,7,8,9,10,11
Position,Inns,NO,100s,50s,0s,HS,Runs,Avg,S/R,Ca,St
8,9,2,0,1,0,50,155,22.14,55.16,1,0
9,8,1,0,0,4,17,40,5.71,47.06,6,0
10,2,0,0,0,0,20,32,16.00,114.29,1,0
11,3,1,0,0,0,2,5,2.50,20.83,1,0
Overall,22,4,0,1,4,50,232,12.89,55.50,10,0
