0,1,2,3,4,5,6,7,8,9
Versus,O,M,R,W,4w,Best,Avg,S/R,E/R
Australia,16.2,1,91,1,0,1/54,91.00,98.00,5.57
England,21.0,0,115,1,0,1/38,115.00,126.00,5.48
West Indies,8.3,0,54,1,0,1/54,54.00,51.00,6.35
Overall (3),45.5,1,260,3,0,1/38,86.67,91.67,5.67
