0,1,2,3,4,5,6,7,8,9
Ground,O,M,R,W,4w,Best,Avg,S/R,E/R
Adelaide Oval,8.0,1,53,1,0,1/53,53.00,48.00,6.63
Albion Sports Complex,6.0,0,21,0,0,0/21,,,3.50
Arnos Vale Ground,8.2,2,18,2,0,2/18,9.00,25.00,2.16
Sydney Cricket Ground,9.4,0,33,4,1,4/33,8.25,14.50,3.41
Overall (4),32.0,3,125,7,1,4/33,17.86,27.43,3.91
