0,1,2,3,4,5,6,7,8,9
Ground,O,M,R,W,4w,Best,Avg,S/R,E/R
Adelaide Oval,27.5,0,156,8,1,5/55,19.50,20.88,5.60
Brisbane Cricket Ground,10.0,0,45,0,0,0/45,,,4.50
Eden Park,5.0,0,36,1,0,1/36,36.00,30.00,7.20
Gaddafi Stadium,20.0,1,95,1,0,1/52,95.00,120.00,4.75
Hagley Oval,10.0,1,73,1,0,1/73,73.00,60.00,7.30
Harare Sports Club,9.0,0,36,1,0,1/36,36.00,54.00,4.00
Iqbal Stadium,7.0,0,38,1,0,1/38,38.00,42.00,5.43
McLean Park,9.0,2,54,2,0,2/54,27.00,27.00,6.00
Multan Cricket Stadium,6.1,0,30,3,0,3/30,10.00,12.33,4.86
Sheikh Zayed Stadium,7.0,0,34,1,0,1/34,34.00,42.00,4.86
Overall (10),111.0,4,597,19,1,5/55,31.42,35.05,5.38
