0,1,2,3,4,5,6,7,8,9
Innings No,O,M,R,W,4w,Best,Avg,S/R,E/R
First,53.1,2,292,13,1,5/55,22.46,24.54,5.49
Second,57.5,2,305,6,0,2/54,50.83,57.83,5.27
Overall,111.0,4,597,19,1,5/55,31.42,35.05,5.38
