0,1,2,3,4,5,6,7,8,9,10,11
,,,,,,,,,Progressive,Progressive,Progressive
,,,,,,,,,,,
,Date,Versus,Ground,How Dismissed,Runs,B/F,S/R,,Aggr,Avg,S/R
1,14/08/2019,Oman,Mannofield Park,b Zeeshan Maqsood,29,47,61.70,,29,29.00,61.70
2,17/08/2019,Scotland,Mannofield Park,c †M H Cross b M A Leask,16,38,42.11,,45,22.50,52.94
3,20/08/2019,Scotland,Mannofield Park,lbw b T B Sole,20,40,50.00,,65,21.67,52.00
4,21/08/2019,Oman,Mannofield Park,b Bilal Khan,23,20,115.00,,88,22.00,60.69
5,13/09/2019,United States,Central Broward Regional Park,did not bat,-,-,-,,88,22.00,60.69
6,19/09/2019,United States,Central Broward Regional Park,c †J S Malhotra b S N Netravalkar,6,20,30.00,,94,18.80,56.97
7,22/09/2019,Namibia,Central Broward Regional Park,b H N Ya France,9,25,36.00,,103,17.17,54.21
No. of Innings Played = 6,No. of Innings Played = 6,No. of Innings Played = 6,No. of Innings Played = 6,No. of Innings Played = 6,No. of Innings Played = 6,No. of Innings Played = 6,No. of Innings Played = 6,No. of Innings Played = 6,No. of Innings Played = 6,,
