0,1,2,3,4,5,6,7,8,9
Ground,O,M,R,W,4w,Best,Avg,S/R,E/R
Bay Oval,8.0,0,47,1,0,1/23,47.00,48.00,5.88
Castle Avenue,2.0,0,14,0,0,,,,7.00
Cobham Oval (New),2.0,0,8,0,0,0/8,,,4.00
Dubai International Cricket Stadium,3.0,0,15,0,0,0/15,,,5.00
Eden Park,3.0,0,20,1,0,1/20,20.00,18.00,6.67
Edgbaston,1.0,0,9,0,0,,,,9.00
Green Park,2.0,0,10,0,0,0/10,,,5.00
Kingsmead,2.0,0,11,0,0,0/11,,,5.50
Maharashtra Cricket Association Stadium,2.0,0,12,0,0,0/12,,,6.00
Melbourne Cricket Ground,2.0,0,19,0,0,0/19,,,9.50
Saxton Oval,5.0,0,23,0,0,,,,4.60
Seddon Park,9.0,0,51,1,0,1/31,51.00,54.00,5.67
Senwes Park,2.0,0,3,0,0,,,,1.50
SuperSport Park,4.0,0,19,0,0,0/19,,,4.75
The Village,4.0,0,16,0,0,,,,4.00
Trent Bridge,1.0,0,10,0,0,0/10,,,10.00
University Oval,15.0,1,63,4,0,2/10,15.75,22.50,4.20
Wankhede Stadium,7.0,0,38,0,0,0/38,,,5.43
Westpac Stadium,18.0,0,93,0,0,0/46,,,5.17
Overall (19),92.0,1,481,7,0,2/10,68.71,78.86,5.23
