0,1,2,3,4,5,6,7,8,9
Ground,O,M,R,W,4w,Best,Avg,S/R,E/R
Basin Reserve,9.0,1,35,1,0,1/35,35.00,54.00,3.89
Bay Oval,10.0,1,61,3,0,2/30,20.33,20.00,6.10
Castle Avenue,5.0,0,37,0,0,0/37,,,7.40
Dr YS Rajasekhara Reddy Cricket Stadium,4.0,0,27,0,0,0/27,,,6.75
Eden Park,28.2,2,200,11,1,5/63,18.18,15.45,7.06
Hagley Oval,13.1,0,79,3,0,2/18,26.33,26.33,6.00
Khan Shaheb Osman Ali Stadium,10.0,0,56,1,0,1/56,56.00,60.00,5.60
Mahinda Rajapaksha International Cricket Stadium,4.0,0,32,1,0,1/32,32.00,24.00,8.00
McLean Park,16.4,0,89,4,0,2/38,22.25,25.00,5.34
Melbourne Cricket Ground,1.0,0,7,0,0,0/7,,,7.00
Saxton Oval,5.0,0,29,1,0,1/19,29.00,30.00,5.80
Seddon Park,39.3,2,234,8,0,3/67,29.25,29.63,5.92
Sharjah Cricket Stadium,17.0,0,131,2,0,1/35,65.50,51.00,7.71
Sheikh Zayed Stadium,8.0,1,40,1,0,1/40,40.00,48.00,5.00
Shere Bangla National Stadium,17.5,2,86,6,1,4/40,14.33,17.83,4.82
Sophia Gardens,13.0,0,78,3,0,3/55,26.00,26.00,6.00
The Village,4.0,0,15,2,0,2/15,7.50,12.00,3.75
University Oval,20.0,1,111,7,1,4/52,15.86,17.14,5.55
Westpac Stadium,22.0,0,155,6,0,3/59,25.83,22.00,7.05
Overall (19),247.3,10,1502,60,3,5/63,25.03,24.75,6.07
