0,1,2,3,4,5,6,7,8,9
Versus,O,M,R,W,4w,Best,Avg,S/R,E/R
New Zealand,8.0,0,55,0,0,0/55,,,6.88
Overall (1),8.0,0,55,0,0,0/55,,,6.88
