0,1,2,3,4,5,6,7,8,9
Ground,O,M,R,W,4w,Best,Avg,S/R,E/R
Adelaide Oval,7.0,0,49,0,0,0/49,,,7.00
Arbab Niaz Stadium,9.0,0,64,1,0,1/64,64.00,54.00,7.11
Bangabandhu National Stadium,10.0,0,43,2,0,2/43,21.50,30.00,4.30
Barabati Stadium,10.0,1,34,1,0,1/34,34.00,60.00,3.40
Barkatullah Khan Stadium,10.0,1,36,3,0,3/36,12.00,20.00,3.60
Eden Gardens,18.0,2,82,1,0,1/30,82.00,108.00,4.56
Gaddafi Stadium,20.0,1,90,3,0,2/48,30.00,40.00,4.50
Green Park,6.0,0,38,1,0,1/38,38.00,36.00,6.33
Harare Sports Club,9.0,1,52,1,0,1/52,52.00,54.00,5.78
Indira Gandhi Stadium,9.0,0,69,0,0,0/69,,,7.67
Lal Bahadur Shastri Stadium,18.0,0,85,2,0,2/38,42.50,54.00,4.72
M Chinnaswamy Stadium,20.0,6,67,0,0,0/16,,,3.35
Madhavrao Scindia Cricket Ground,10.0,1,42,2,0,2/42,21.00,30.00,4.20
National Stadium (Karachi),10.0,0,74,2,0,2/74,37.00,30.00,7.40
Nehru Stadium (Guwahati),10.0,0,36,0,0,0/36,,,3.60
Punjab Cricket Association IS Bindra Stadium,4.0,1,5,0,0,0/5,,,1.25
Reliance Stadium,24.5,1,143,2,0,1/38,71.50,74.50,5.76
Sardar Patel Stadium,30.0,0,152,3,0,2/54,50.67,60.00,5.07
Sawai Mansingh Stadium,16.0,0,104,1,0,1/62,104.00,96.00,6.50
Sector 16 Stadium,10.0,0,48,1,0,1/48,48.00,60.00,4.80
Sydney Cricket Ground,14.0,0,90,1,0,1/39,90.00,84.00,6.43
Vidarbha Cricket Association Ground,18.0,1,85,4,0,3/48,21.25,27.00,4.72
WACA Ground,5.0,0,39,0,0,0/39,,,7.80
Wankhede Stadium,20.0,3,85,6,1,6/27,14.17,20.00,4.25
Overall (24),317.5,19,1612,37,1,6/27,43.57,51.54,5.07
