0,1,2,3,4,5,6,7,8,9
Ground,O,M,R,W,4w,Best,Avg,S/R,E/R
Adelaide Oval,53.0,1,273,2,0,2/51,136.50,159.00,5.15
Arnos Vale Ground,25.2,4,118,7,1,4/49,16.86,21.71,4.66
Bellerive Oval,18.0,2,56,4,0,3/21,14.00,27.00,3.11
Brisbane Cricket Ground,24.0,0,85,0,0,,,,3.54
Darren Sammy National Cricket Stadium,20.0,1,124,4,0,2/60,31.00,30.00,6.20
Dubai International Cricket Stadium,10.0,0,44,1,0,1/44,44.00,60.00,4.40
Edgbaston,1.0,0,4,0,0,0/4,,,4.00
Kennington Oval,17.4,1,71,1,0,1/30,71.00,106.00,4.02
Kingsmead,9.0,0,33,2,0,2/33,16.50,27.00,3.67
Lord's,10.0,0,50,1,0,1/50,50.00,60.00,5.00
M Chinnaswamy Stadium,10.0,0,74,2,0,2/74,37.00,30.00,7.40
Maharashtra Cricket Association Stadium,10.0,1,54,0,0,0/54,,,5.40
Mahinda Rajapaksha International Cricket Stadium,15.0,0,84,1,0,1/43,84.00,90.00,5.60
Manuka Oval,6.0,0,31,0,0,0/31,,,5.17
Melbourne Cricket Ground,56.0,1,286,8,1,4/46,35.75,42.00,5.11
Old Trafford,5.0,0,34,0,0,0/34,,,6.80
Pallekele International Cricket Stadium,10.0,1,48,1,0,1/48,48.00,60.00,4.80
Punjab Cricket Association IS Bindra Stadium,10.0,0,45,0,0,0/45,,,4.50
R Premadasa Stadium,20.0,0,82,6,1,4/28,13.67,20.00,4.10
Sawai Mansingh Stadium,10.0,0,70,0,0,0/70,,,7.00
Sharjah Cricket Stadium,7.5,1,34,1,0,1/34,34.00,47.00,4.34
Sheikh Zayed Stadium,10.0,1,54,2,0,2/54,27.00,30.00,5.40
Shere Bangla National Stadium,26.0,1,113,1,0,1/36,113.00,156.00,4.35
St George's Park,10.0,0,43,1,0,1/43,43.00,60.00,4.30
SuperSport Park,6.0,0,33,2,0,2/33,16.50,18.00,5.50
Sydney Cricket Ground,49.3,2,217,6,0,2/26,36.17,49.50,4.38
Vidarbha Cricket Association Stadium,6.0,0,40,0,0,0/40,,,6.67
WACA Ground,10.0,0,24,2,0,2/24,12.00,30.00,2.40
Overall (28),465.2,17,2224,55,3,4/28,40.44,50.76,4.78
