0,1,2,3,4,5,6,7,8,9
Ground,O,M,R,W,4w,Best,Avg,S/R,E/R
Eden Park,9.0,0,34,1,0,1/34,34.00,54.00,3.78
Edgbaston,22.0,1,96,5,0,3/49,19.20,26.40,4.36
Hagley Oval,10.0,0,58,0,0,0/58,,,5.80
Headingley,10.0,1,61,2,0,2/61,30.50,30.00,6.10
Kennington Oval,33.0,1,183,5,0,2/32,36.60,39.60,5.55
Kensington Oval,10.0,0,63,3,0,3/63,21.00,20.00,6.30
Kingsmead,13.0,0,79,1,0,1/27,79.00,78.00,6.08
Lord's,13.0,0,90,0,0,0/29,,,6.92
MA Chidambaram Stadium,9.0,0,55,1,0,1/55,55.00,54.00,6.11
Mangaung Oval,10.0,0,74,3,0,3/74,24.67,20.00,7.40
Newlands,17.0,0,104,1,0,1/45,104.00,102.00,6.12
Old Trafford,9.0,0,63,1,0,1/63,63.00,54.00,7.00
Providence Stadium,7.0,0,22,0,0,0/22,,,3.14
R Premadasa Stadium,16.0,0,118,2,0,1/38,59.00,48.00,7.38
Riverside Ground,9.3,0,46,3,0,3/46,15.33,19.00,4.84
Seddon Park,16.0,0,116,4,1,4/62,29.00,24.00,7.25
Shere Bangla National Stadium,9.3,0,61,2,0,2/32,30.50,28.50,6.42
Sophia Gardens,10.1,2,43,4,0,3/13,10.75,15.25,4.23
St George's Park,9.3,1,29,2,0,2/29,14.50,28.50,3.05
SuperSport Park,19.0,1,83,4,1,4/31,20.75,28.50,4.37
The Rose Bowl,20.0,3,102,1,0,1/36,102.00,120.00,5.10
Wanderers Stadium,27.0,0,150,3,0,1/38,50.00,54.00,5.56
Warner Park,7.0,0,26,0,0,0/26,,,3.71
Overall (23),315.4,10,1756,48,2,4/31,36.58,39.46,5.56
