0,1,2,3,4,5,6,7,8,9,10,11,12
Country,Mat,Inns,NO,100s,50s,0s,HS,Runs,Avg,S/R,Ca,St
Australia,11,11,0,1,0,0,124,251,22.82,77.23,8,3
Bangladesh,4,4,1,0,0,0,47*,125,41.67,83.89,7,0
England and Wales,13,11,0,0,2,2,74,238,21.64,77.02,15,2
India,18,15,2,0,0,2,41,172,13.23,83.09,19,4
Ireland,2,2,0,0,1,0,81,94,47.00,103.30,2,0
New Zealand,6,5,0,0,1,0,89,140,28.00,78.21,4,0
Pakistan,35,26,0,3,1,2,109,760,29.23,87.16,35,6
Scotland,2,1,0,0,0,0,12,12,12.00,60.00,2,2
South Africa,16,16,0,0,0,1,48,291,18.19,68.96,17,4
Sri Lanka,17,16,2,0,3,1,57,398,28.43,82.74,19,5
United Arab Emirates,19,18,5,1,2,0,116*,496,38.15,93.41,16,3
West Indies,9,9,2,0,0,2,47,164,23.43,86.77,9,2
Zimbabwe,5,4,2,0,0,0,44,95,47.50,118.75,4,0
,,,,,,,,,,,,
