0,1,2,3,4,5,6,7,8,9
Versus,O,M,R,W,4w,Best,Avg,S/R,E/R
Australia,61.2,2,292,3,0,1/27,97.33,122.67,4.76
Bangladesh,32.2,9,131,7,0,2/16,18.71,27.71,4.05
England,8.0,1,31,1,0,1/31,31.00,48.00,3.88
Hong Kong,6.0,1,18,2,0,2/18,9.00,18.00,3.00
India,118.4,5,631,13,0,3/51,48.54,54.77,5.32
Ireland,10.0,0,29,2,0,2/29,14.50,30.00,2.90
New Zealand,8.0,2,41,1,0,1/41,41.00,48.00,5.13
South Africa,60.4,8,257,14,0,3/33,18.36,26.00,4.24
Sri Lanka,79.3,5,402,16,2,5/30,25.13,29.81,5.06
West Indies,82.5,6,442,14,1,4/59,31.57,35.50,5.34
Zimbabwe,26.0,2,156,4,0,2/43,39.00,39.00,6.00
Overall (11),493.2,41,2430,77,3,5/30,31.56,38.44,4.93
