0,1,2,3,4,5,6,7,8,9
Versus,O,M,R,W,4w,Best,Avg,S/R,E/R
Australia,238.4,15,1135,34,1,5/22,33.38,42.12,4.76
Bangladesh,92.3,8,474,18,1,4/37,26.33,30.83,5.12
Canada,6.0,2,16,3,0,3/16,5.33,12.00,2.67
England,96.5,8,492,11,0,3/15,44.73,52.82,5.08
India,314.1,10,1663,42,2,4/40,39.60,44.88,5.29
Ireland,15.0,6,40,2,0,2/30,20.00,45.00,2.67
Kenya,9.0,1,18,1,0,1/18,18.00,54.00,2.00
New Zealand,150.1,11,813,27,1,4/34,30.11,33.37,5.41
Pakistan,177.5,21,823,24,0,3/17,34.29,44.46,4.63
Scotland,7.0,0,20,3,0,3/20,6.67,14.00,2.86
South Africa,106.1,2,587,5,0,1/24,117.40,127.40,5.53
United Arab Emirates,5.0,2,25,0,0,0/25,,,5.00
West Indies,70.5,6,338,14,0,3/28,24.14,30.36,4.77
Zimbabwe,88.0,14,307,15,0,3/13,20.47,35.20,3.49
Overall (14),1377.1,106,6751,199,5,5/22,33.92,41.52,4.90
