0,1,2,3,4,5,6,7,8,9,10,11,12
Versus,Mat,Inns,NO,100s,50s,0s,HS,Runs,Avg,S/R,Ca,St
ACC Asian XI,1,1,0,0,0,0,24,24,24.00,120.00,1,1
Bangladesh,12,10,2,0,5,1,76,444,55.50,123.33,23,4
England,35,35,2,2,6,2,124,1087,32.94,94.11,60,4
ICC World XI,3,3,0,1,0,0,103,180,60.00,113.92,2,0
India,46,45,1,1,12,2,111,1622,36.86,99.27,73,6
Ireland,1,1,0,0,0,0,34,34,34.00,136.00,0,0
Kenya,3,3,0,0,1,0,67,130,43.33,91.55,4,1
Namibia,1,1,0,0,0,0,13,13,13.00,59.09,6,0
Netherlands,1,1,0,0,1,0,57,57,57.00,89.06,0,1
New Zealand,43,41,2,2,8,4,128,1246,31.95,102.38,56,6
Pakistan,24,24,1,1,5,3,103,761,33.09,97.56,39,5
Scotland,2,2,0,0,0,0,46,52,26.00,73.24,3,1
South Africa,44,42,2,2,6,3,105,1127,28.18,85.57,60,9
Sri Lanka,30,30,0,6,4,3,154,1511,50.37,105.81,35,7
United States,1,1,1,0,0,0,24*,24,,96.00,2,0
West Indies,25,24,0,0,5,1,98,735,30.63,79.46,33,4
Zimbabwe,15,15,0,1,2,0,172,572,38.13,98.79,20,6
Overall (17),287,279,11,16,55,19,172,9619,35.89,96.95,417,55
