0,1,2,3,4,5,6,7,8,9,10,11,12
Ground,Mat,Inns,NO,100s,50s,0s,HS,Runs,Avg,S/R,Ca,St
Adelaide Oval,12,11,0,0,2,1,92,336,30.55,100.60,20,2
AMI Stadium,4,4,0,2,0,2,128,246,61.50,111.82,10,0
Arbab Niaz Stadium,1,1,0,0,0,0,42,42,42.00,87.50,0,0
Arnos Vale Ground,1,1,0,0,0,0,2,2,2.00,25.00,0,1
Arun Jaitley Stadium,2,2,0,0,0,0,1,2,1.00,28.57,2,0
Bangabandhu National Stadium,1,1,0,0,0,0,25,25,25.00,96.15,2,0
Basin Reserve,2,2,0,0,1,1,54,54,27.00,138.46,3,1
Bellerive Oval,4,4,0,1,1,0,172,247,61.75,113.82,6,0
Bourda,1,1,0,0,0,0,44,44,44.00,102.33,0,1
Brabourne Stadium,2,2,0,0,1,0,92,94,47.00,72.87,3,0
Brisbane Cricket Ground,13,12,0,1,1,1,122,352,29.33,90.26,20,0
Buffalo Park,1,1,0,0,0,0,1,1,1.00,50.00,1,1
Captain Roop Singh Stadium,1,1,0,0,1,0,83,83,83.00,105.06,1,0
Carisbrook,1,1,0,0,1,0,77,77,77.00,118.46,1,0
Cazaly's Stadium,2,1,0,0,0,0,18,18,18.00,94.74,6,0
County Ground (Bristol),2,2,0,0,0,0,26,30,15.00,66.67,1,0
Darren Sammy National Cricket Stadium,1,1,0,0,0,0,1,1,1.00,20.00,4,0
Eden Gardens,1,1,0,0,0,0,7,7,7.00,58.33,0,0
Eden Park,5,5,0,0,0,0,42,95,19.00,73.64,7,0
Edgbaston,3,3,0,0,0,0,37,76,25.33,71.03,0,0
Etihad Stadium,11,11,0,1,3,1,103,451,41.00,99.12,13,2
Gaddafi Stadium,1,1,0,1,0,0,103,103,103.00,99.04,1,0
Galle International Stadium,2,2,0,0,1,0,68,95,47.50,77.24,3,0
Green Park,1,1,0,0,0,0,11,11,11.00,78.57,1,0
Gymkhana Club Ground,6,6,0,0,0,1,41,132,22.00,77.19,12,1
Harare Sports Club,5,5,0,0,0,0,44,136,27.20,104.62,7,0
Headingley,3,3,0,0,0,1,42,47,15.67,77.05,3,0
Indira Priyadarshini Stadium,1,1,0,0,0,0,6,6,6.00,120.00,1,1
Kennington Oval,5,5,1,1,2,0,121*,289,72.25,96.98,8,0
Kensington Oval,4,4,0,1,1,0,149,253,63.25,133.86,5,2
Khan Shaheb Osman Ali Stadium,2,1,0,0,0,0,32,32,32.00,106.67,2,2
Kingsmead,5,5,0,1,3,0,105,345,69.00,108.15,9,0
Lord's,6,6,1,0,2,0,76*,229,45.80,91.24,7,1
M Chinnaswamy Stadium,3,3,0,1,0,0,111,150,50.00,104.90,0,0
Mangaung Oval,2,2,0,0,0,0,34,37,18.50,53.62,4,0
Marrara Cricket Ground,1,1,0,0,0,0,31,31,31.00,88.57,0,0
McLean Park,3,3,0,0,1,0,91,145,48.33,116.00,3,0
Melbourne Cricket Ground,31,30,2,2,3,3,154,900,32.14,100.33,41,6
Nahar Singh Stadium,2,2,0,0,0,0,29,47,23.50,117.50,4,0
National Cricket Stadium (Grenada),5,5,0,0,1,0,64,117,23.40,69.23,2,1
National Stadium (Karachi),1,1,0,0,0,0,45,45,45.00,125.00,1,0
Nehru Stadium (Guwahati),1,1,0,0,0,1,0,0,0.00,,0,0
Nehru Stadium (Indore),1,1,0,0,1,0,63,63,63.00,90.00,1,0
Nehru Stadium (Kochi),2,2,0,0,1,1,61,61,30.50,122.00,1,1
Nehru Stadium (Margao),1,1,0,0,1,0,76,76,76.00,126.67,2,0
Nehru Stadium (Pune),2,1,0,0,0,0,25,25,25.00,80.65,0,0
New Road,1,1,0,0,0,0,6,6,6.00,37.50,2,1
Newlands,3,3,0,0,0,0,8,16,5.33,66.67,7,0
Old Trafford,3,3,1,0,1,0,66*,92,46.00,77.97,4,2
Punjab Cricket Association IS Bindra Stadium,2,2,0,0,0,0,23,26,13.00,74.29,4,1
