0,1,2,3,4,5,6,7,8,9,10,11
,,,,,,,,,Progressive,Progressive,Progressive
,,,,,,,,,,,
,Date,Versus,Ground,How Dismissed,Runs,B/F,S/R,,Aggr,Avg,S/R
1,18/08/2008,Bermuda,Maple Leaf North - West Ground,not out,46*,36,127.78,,46,,127.78
2,22/08/2008,West Indies,Maple Leaf North - West Ground,st C S Baugh b D Mohammed,23,21,109.52,,69,69.00,121.05
3,24/08/2008,West Indies,Maple Leaf North - West Ground,run out,18,22,81.82,,87,43.50,110.13
No. of Innings Played = 3,No. of Innings Played = 3,No. of Innings Played = 3,No. of Innings Played = 3,No. of Innings Played = 3,No. of Innings Played = 3,No. of Innings Played = 3,No. of Innings Played = 3,No. of Innings Played = 3,No. of Innings Played = 3,,
