0,1,2,3,4,5,6,7,8,9,10,11,12
Ground,Mat,Inns,NO,100s,50s,0s,HS,Runs,Avg,S/R,Ca,St
Adelaide Oval,7,7,0,1,1,0,131,313,44.71,87.92,4,0
Arnos Vale Ground,1,1,0,0,1,0,81,81,81.00,83.51,0,0
Bellerive Oval,4,4,0,2,1,0,110,339,84.75,92.37,1,0
Brisbane Cricket Ground,4,4,0,0,2,0,71,157,39.25,75.85,1,0
Dr YS Rajasekhara Reddy Cricket Stadium,1,1,0,0,0,1,0,0,0.00,,0,0
Dubai International Cricket Stadium,3,3,0,0,1,0,61,82,27.33,73.87,2,0
Eden Park,2,2,0,0,0,0,16,21,10.50,72.41,1,0
Edgbaston,1,0,0,0,0,0,0,0,,,0,0
Grange Cricket Club,1,1,0,1,0,0,151,151,151.00,100.00,0,0
JSCA International Stadium Complex,1,1,0,0,0,0,7,7,7.00,58.33,0,0
Kennington Oval,2,2,0,0,0,0,24,27,13.50,69.23,0,0
Kingsmead,1,1,0,0,0,0,30,30,30.00,54.55,1,0
Lord's,1,1,0,0,1,0,59,59,59.00,118.00,2,0
Marrara Cricket Ground,3,3,1,0,2,0,76,175,87.50,78.83,0,0
Melbourne Cricket Ground,6,6,0,0,2,0,79,271,45.17,73.44,2,0
National Cricket Stadium (Grenada),2,2,0,0,0,1,12,12,6.00,44.44,0,0
Nehru Stadium (Guwahati),1,1,0,0,0,0,6,6,6.00,42.86,0,0
Old Trafford,2,2,0,0,0,1,8,8,4.00,50.00,1,0
Punjab Cricket Association IS Bindra Stadium,2,2,0,0,0,0,6,11,5.50,33.33,0,0
R Premadasa Stadium,2,2,0,0,1,0,70,72,36.00,83.72,0,0
Rajiv Gandhi International Stadium,1,1,0,1,0,0,112,112,112.00,100.00,0,0
Rangiri Dambulla International Stadium,1,1,0,0,0,0,1,1,1.00,12.50,2,0
Riverside Ground,1,1,0,1,0,0,101,101,101.00,109.78,1,0
Seddon Park,1,1,0,0,0,0,22,22,22.00,100.00,0,0
Sharjah Cricket Stadium,2,2,2,0,1,0,91*,102,,83.61,1,0
Sheikh Zayed Stadium,1,1,0,0,0,0,14,14,14.00,73.68,1,0
Sophia Gardens,2,2,0,1,0,0,131,156,78.00,100.00,0,0
Sydney Cricket Ground,6,6,1,0,2,0,71*,222,44.40,72.08,2,0
The Cooper Associates County Ground,1,1,0,0,0,0,23,23,23.00,88.46,0,0
Trent Bridge,1,1,0,0,0,0,24,24,24.00,80.00,0,0
Vidarbha Cricket Association Stadium,2,2,0,0,0,0,21,37,18.50,77.08,0,0
WACA Ground,5,5,0,0,0,0,25,72,14.40,60.00,0,0
Warner Park,2,2,0,0,0,0,49,65,32.50,71.43,0,0
Overall (33),73,72,4,7,15,3,151,2773,40.78,81.42,22,0
