0,1,2,3,4,5,6,7,8,9,10,11,12
Ground,Mat,Inns,NO,100s,50s,0s,HS,Runs,Avg,S/R,Ca,St
Adelaide Oval,1,1,0,0,0,1,0,0,0.00,,0,0
Brisbane Cricket Ground,1,1,0,0,0,0,18,18,18.00,40.91,0,0
Headingley,2,2,0,0,0,0,25,40,20.00,31.75,0,0
Kennington Oval,3,3,0,0,1,1,73,84,28.00,56.00,0,0
Lord's,1,1,0,0,0,0,7,7,7.00,12.96,0,0
Melbourne Cricket Ground,1,1,0,0,0,0,20,20,20.00,64.52,0,0
Old Trafford,1,1,0,0,0,0,1,1,1.00,12.50,1,0
Sydney Cricket Ground,4,4,0,0,1,0,95,150,37.50,63.03,2,0
Overall (8),14,14,0,0,2,2,95,320,22.86,49.00,3,0
