0,1,2,3,4,5,6,7,8,9
Ground,O,M,R,W,4w,Best,Avg,S/R,E/R
Adelaide Oval,20.0,0,95,1,0,1/51,95.00,120.00,4.75
Bellerive Oval,9.0,0,31,4,1,4/31,7.75,13.50,3.44
Brisbane Cricket Ground,14.2,0,67,3,0,3/31,22.33,28.67,4.67
Dr YS Rajasekhara Reddy Cricket Stadium,4.0,0,37,0,0,0/37,,,9.25
Headingley,7.0,0,50,0,0,0/50,,,7.14
Madhavrao Scindia Cricket Ground,10.0,0,36,2,0,2/36,18.00,30.00,3.60
McLean Park,10.0,0,47,1,0,1/47,47.00,60.00,4.70
National Cricket Stadium (Grenada),9.4,0,53,1,0,1/53,53.00,58.00,5.48
Nehru Stadium (Margao),10.0,0,46,1,0,1/46,46.00,60.00,4.60
Old Trafford,10.0,1,43,2,0,2/43,21.50,30.00,4.30
P Sara Oval,9.0,0,64,2,0,2/64,32.00,27.00,7.11
R Premadasa Stadium,26.0,0,124,3,0,2/44,41.33,52.00,4.77
Riverside Ground,8.0,0,35,1,0,1/35,35.00,48.00,4.38
Shaheed Chandu Stadium,13.0,0,51,1,0,1/42,51.00,78.00,3.92
Sheikh Zayed Stadium,20.0,1,125,4,0,3/56,31.25,30.00,6.25
Shere Bangla National Stadium,10.0,0,44,0,0,0/44,,,4.40
Sydney Cricket Ground,15.0,0,95,4,1,4/58,23.75,22.50,6.33
VRA Ground,20.0,1,90,3,0,2/52,30.00,40.00,4.50
WACA Ground,10.0,0,47,2,0,2/47,23.50,30.00,4.70
Zahur Ahmed Chowdhury Stadium,10.0,0,52,1,0,1/52,52.00,60.00,5.20
Overall (20),245.0,3,1232,36,2,4/31,34.22,40.83,5.03
