0,1,2,3,4,5,6,7,8,9,10,11,12
Ground,Mat,Inns,NO,100s,50s,0s,HS,Runs,Avg,S/R,Ca,St
Headingley,1,1,0,0,0,0,26,26,26.00,123.81,2,0
Kennington Oval,1,1,0,0,0,0,18,18,18.00,100.00,1,0
Lord's,1,1,0,0,0,0,49,49,49.00,80.33,2,0
Melbourne Cricket Ground,1,1,0,0,0,0,42,42,42.00,120.00,0,0
Riverside Ground,1,1,0,0,1,0,87,87,87.00,129.85,1,0
SuperSport Park,1,1,0,0,0,0,5,5,5.00,125.00,1,0
The Rose Bowl,1,1,0,0,0,0,17,17,17.00,89.47,1,0
WACA Ground,1,1,0,0,0,1,0,0,0.00,,0,0
Overall (8),8,8,0,0,1,1,87,244,30.50,105.63,8,0
