0,1,2,3,4,5,6,7,8,9
Ground,O,M,R,W,4w,Best,Avg,S/R,E/R
Adelaide Oval,9.0,0,47,0,0,0/47,,,5.22
AMI Stadium,7.0,0,60,1,0,1/60,60.00,42.00,8.57
Basin Reserve,10.0,1,43,3,0,3/43,14.33,20.00,4.30
Boland Park,1.0,0,4,0,0,0/4,,,4.00
Brisbane Cricket Ground,2.0,0,8,0,0,0/8,,,4.00
County Ground (Bristol),5.2,2,9,2,0,2/9,4.50,16.00,1.69
Diamond Oval,4.0,0,23,0,0,0/23,,,5.75
Eden Park,12.0,0,71,0,0,,,,5.92
Edgbaston,10.0,0,80,5,0,3/23,16.00,12.00,8.00
Hagley Oval,2.0,0,11,0,0,,,,5.50
Harare Sports Club,14.0,0,70,2,0,2/27,35.00,42.00,5.00
Kennington Oval,3.0,0,21,0,0,0/9,,,7.00
Kingsmead,10.0,0,41,2,0,2/41,20.50,30.00,4.10
MA Chidambaram Stadium,4.1,0,27,0,0,0/27,,,6.48
Mannofield Park,12.0,2,36,4,0,3/14,9.00,18.00,3.00
McLean Park,11.0,0,98,3,0,2/35,32.67,22.00,8.91
Melbourne Cricket Ground,2.0,0,8,0,0,,,,4.00
Nehru Stadium (Guwahati),5.0,0,24,0,0,0/24,,,4.80
R Premadasa Stadium,2.0,0,9,0,0,,,,4.50
Riverside Ground,1.0,0,16,0,0,0/16,,,16.00
Saxton Oval,3.0,0,19,0,0,0/19,,,6.33
Seddon Park,10.0,0,68,2,0,2/27,34.00,30.00,6.80
Senwes Park,10.0,0,39,1,0,1/25,39.00,60.00,3.90
Shere Bangla National Stadium,13.0,2,57,2,0,2/8,28.50,39.00,4.38
SuperSport Park,6.0,0,34,0,0,0/5,,,5.67
Sydney Cricket Ground,8.0,0,44,2,0,2/44,22.00,24.00,5.50
The Rose Bowl,4.0,0,30,1,0,1/13,30.00,24.00,7.50
University Oval,13.0,0,65,2,0,2/42,32.50,39.00,5.00
Wanderers Stadium,10.0,0,38,4,1,4/31,9.50,15.00,3.80
Westpac Stadium,13.3,0,79,3,0,3/26,26.33,27.00,5.85
Overall (30),217.0,7,1179,39,1,4/31,30.23,33.38,5.43
