0,1,2,3,4,5,6,7,8,9
Ground,O,M,R,W,4w,Best,Avg,S/R,E/R
Adelaide Oval,3.0,0,16,0,0,,,,5.33
AMI Stadium,1.0,0,5,0,0,,,,5.00
Bangabandhu National Stadium,1.5,0,10,1,0,1/10,10.00,11.00,5.45
Bellerive Oval,10.0,0,28,1,0,1/28,28.00,60.00,2.80
Brisbane Cricket Ground,7.0,0,26,0,0,,,,3.71
Buffalo Park,4.0,0,35,0,0,,,,8.75
"Cricket, Skating & Curling Club",6.4,0,21,0,0,,,,3.15
Diamond Oval,3.0,0,21,0,0,0/21,,,7.00
Gaddafi Stadium,4.0,0,21,0,0,,,,5.25
Gymkhana Club Ground,5.0,0,31,0,0,,,,6.20
Jinnah Stadium (Sialkot),7.1,0,31,2,0,2/31,15.50,21.50,4.33
Melbourne Cricket Ground,9.5,1,44,0,0,,,,4.47
National Stadium (Karachi),1.0,0,6,0,0,,,,6.00
Niaz Stadium,6.0,0,25,0,0,,,,4.17
Sharjah Cricket Stadium,14.0,0,52,0,0,,,,3.71
Trent Bridge,4.0,0,29,0,0,,,,7.25
WACA Ground,18.4,0,75,1,0,1/28,75.00,112.00,4.02
Overall (17),106.1,1,476,5,0,2/31,95.20,127.40,4.48
