0,1,2,3,4,5,6,7,8,9
Ground,O,M,R,W,4w,Best,Avg,S/R,E/R
Adelaide Oval,29.0,0,130,1,0,1/34,130.00,174.00,4.48
AMI Stadium,5.0,0,29,0,0,0/29,,,5.80
Arun Jaitley Stadium,5.0,0,54,0,0,0/54,,,10.80
Basin Reserve,10.0,0,42,2,0,2/42,21.00,30.00,4.20
Bellerive Oval,10.0,1,33,0,0,0/33,,,3.30
Brisbane Cricket Ground,20.0,0,88,4,0,3/54,22.00,30.00,4.40
Eden Park,9.0,1,33,3,0,3/33,11.00,18.00,3.67
Edgbaston,10.0,0,38,0,0,0/38,,,3.80
Lord's,10.0,0,49,0,0,0/49,,,4.90
M Chinnaswamy Stadium,10.0,0,56,3,0,3/56,18.67,20.00,5.60
Madhavrao Scindia Cricket Ground,8.0,0,51,1,0,1/51,51.00,48.00,6.38
Melbourne Cricket Ground,75.0,5,314,9,0,3/27,34.89,50.00,4.19
Old Trafford,11.0,1,45,1,0,1/45,45.00,66.00,4.09
P Sara Oval,10.0,0,34,1,0,1/34,34.00,60.00,3.40
R Premadasa Stadium,16.5,1,67,4,0,2/33,16.75,25.25,3.98
Sabina Park,10.0,1,42,0,0,0/42,,,4.20
Sardar Patel Stadium,10.0,1,33,1,0,1/33,33.00,60.00,3.30
Sawai Mansingh Stadium,9.0,0,47,1,0,1/47,47.00,54.00,5.22
Sharjah Cricket Stadium,52.0,5,193,4,0,2/33,48.25,78.00,3.71
Sher-I-Kashmir Stadium,9.0,0,52,1,0,1/52,52.00,54.00,5.78
Sydney Cricket Ground,114.1,5,488,18,0,3/27,27.11,38.06,4.27
WACA Ground,25.0,0,86,3,0,2/36,28.67,50.00,3.44
Overall (22),468.0,21,2004,57,0,3/27,35.16,49.26,4.28
