0,1,2,3,4,5,6,7,8,9
Innings No,O,M,R,W,4w,Best,Avg,S/R,E/R
First,98.2,3,568,22,1,4/50,25.82,26.82,5.78
Second,101.1,4,601,8,0,2/38,75.13,75.88,5.94
Overall,199.3,7,1169,30,1,4/50,38.97,39.90,5.86
