0,1,2,3,4,5,6,7,8,9
Ground,O,M,R,W,4w,Best,Avg,S/R,E/R
Adelaide Oval,8.0,0,35,0,0,0/35,,,4.38
Arbab Niaz Stadium,10.0,0,75,1,0,1/75,75.00,60.00,7.50
Arun Jaitley Stadium,5.0,0,39,0,0,0/39,,,7.80
Brisbane Cricket Ground,12.2,0,60,4,0,2/17,15.00,18.50,4.86
Captain Roop Singh Stadium,7.0,0,49,3,0,3/49,16.33,14.00,7.00
Civil Service Cricket Club,10.0,0,50,3,0,3/50,16.67,20.00,5.00
Dr YS Rajasekhara Reddy Cricket Stadium,8.0,1,46,1,0,1/46,46.00,48.00,5.75
Eden Gardens,4.2,0,36,1,0,1/36,36.00,26.00,8.31
Gaddafi Stadium,10.0,0,74,0,0,0/74,,,7.40
Holkar Cricket Stadium,10.0,1,55,6,1,6/55,9.17,10.00,5.50
Kinrara Academy Oval,8.0,0,25,2,0,2/25,12.50,24.00,3.13
M Chinnaswamy Stadium,10.0,0,55,3,0,3/55,18.33,20.00,5.50
MA Chidambaram Stadium,8.4,0,67,1,0,1/67,67.00,52.00,7.73
Madhavrao Scindia Cricket Ground,18.0,1,89,3,0,2/39,29.67,36.00,4.94
Manuka Oval,3.0,0,48,0,0,0/48,,,16.00
Melbourne Cricket Ground,9.0,0,31,3,0,3/31,10.33,18.00,3.44
Multan Cricket Stadium,8.0,1,30,1,0,1/30,30.00,48.00,3.75
Nahar Singh Stadium,6.5,0,40,3,0,3/40,13.33,13.67,5.85
National Stadium (Karachi),10.0,1,58,4,1,4/58,14.50,15.00,5.80
Nehru Stadium (Guwahati),5.2,0,30,3,0,3/30,10.00,10.67,5.63
Nehru Stadium (Kochi),14.0,0,96,4,0,3/67,24.00,21.00,6.86
Nehru Stadium (Pune),8.0,2,49,1,0,1/49,49.00,48.00,6.13
Punjab Cricket Association IS Bindra Stadium,8.0,1,43,2,0,2/43,21.50,24.00,5.38
Queen's Park Oval,19.0,1,101,1,0,1/62,101.00,114.00,5.32
Rajiv Gandhi International Stadium,9.0,0,58,2,0,2/58,29.00,27.00,6.44
Rawalpindi Cricket Stadium,10.0,0,52,0,0,0/52,,,5.20
Sardar Patel Stadium,19.0,0,140,0,0,0/57,,,7.37
Sawai Mansingh Stadium,28.0,3,173,9,1,4/47,19.22,18.67,6.18
Sheikh Zayed Stadium,16.5,2,64,2,0,1/30,32.00,50.50,3.80
Shere Bangla National Stadium,49.3,1,331,4,0,1/38,82.75,74.25,6.69
St George's Park,7.0,1,29,1,0,1/29,29.00,42.00,4.14
SuperSport Park,3.2,0,31,0,0,0/31,,,9.30
Sydney Cricket Ground,8.0,0,58,2,0,2/58,29.00,24.00,7.25
Vidarbha Cricket Association Ground,23.4,0,182,4,0,2/39,45.50,35.50,7.69
Wankhede Stadium,8.0,0,52,0,0,0/52,,,6.50
Warner Park,9.5,0,57,1,0,1/57,57.00,59.00,5.80
Overall (36),412.4,16,2508,75,3,6/55,33.44,33.01,6.08
