0,1,2,3,4,5,6,7,8,9
Ground,O,M,R,W,4w,Best,Avg,S/R,E/R
Arun Jaitley Stadium,10.0,0,38,1,0,1/38,38.00,60.00,3.80
Bangabandhu National Stadium,27.0,0,134,2,0,2/57,67.00,81.00,4.96
Barabati Stadium,8.0,0,43,0,0,0/43,,,5.38
Barkatullah Khan Stadium,10.0,0,58,1,0,1/58,58.00,60.00,5.80
Buffalo Park,10.0,0,48,1,0,1/48,48.00,60.00,4.80
"Cricket, Skating & Curling Club",106.5,7,420,11,0,2/30,38.18,58.27,3.93
Gymkhana Club Ground,37.0,9,111,5,1,5/6,22.20,44.40,3.00
Kallang Ground,21.0,2,108,2,0,2/16,54.00,63.00,5.14
Keenan Stadium,10.0,1,38,4,1,4/38,9.50,15.00,3.80
Lal Bahadur Shastri Stadium,10.0,0,64,1,0,1/64,64.00,60.00,6.40
M Chinnaswamy Stadium,20.0,1,89,3,0,2/47,29.67,40.00,4.45
MA Chidambaram Stadium,4.0,0,36,0,0,0/36,,,9.00
Madhavrao Scindia Cricket Ground,10.0,0,32,2,0,2/32,16.00,30.00,3.20
Nahar Singh Stadium,10.0,0,56,1,0,1/56,56.00,60.00,5.60
Nehru Stadium (Guwahati),4.0,0,19,0,0,0/19,,,4.75
Nehru Stadium (Kochi),10.0,0,52,1,0,1/52,52.00,60.00,5.20
Nehru Stadium (Pune),9.1,0,54,0,0,0/54,,,5.89
Punjab Cricket Association IS Bindra Stadium,10.0,0,50,1,0,1/50,50.00,60.00,5.00
Queen's Park Oval,4.0,0,19,0,0,0/19,,,4.75
Queens Sports Club,2.0,0,19,0,0,0/19,,,9.50
Reliance Stadium,10.0,0,69,2,0,2/69,34.50,30.00,6.90
Sardar Patel Stadium,8.0,0,30,2,0,2/30,15.00,24.00,3.75
Sawai Mansingh Stadium,10.0,0,41,1,0,1/41,41.00,60.00,4.10
Sharjah Cricket Stadium,137.3,9,621,17,0,3/17,36.53,48.53,4.52
Sinhalese Sports Club Ground,19.0,2,60,4,0,2/23,15.00,28.50,3.16
WACA Ground,10.0,1,33,2,0,2/33,16.50,30.00,3.30
Wankhede Stadium,26.5,0,127,2,0,1/25,63.50,80.50,4.73
Willowmoore Park,10.0,1,40,3,0,3/40,13.33,20.00,4.00
Overall (28),564.2,33,2509,69,2,5/6,36.36,49.07,4.45
