0,1,2,3,4,5,6,7,8,9,10,11,12
Ground,Mat,Inns,NO,100s,50s,0s,HS,Runs,Avg,S/R,Ca,St
AMI Stadium,1,1,0,0,0,0,3,3,3.00,17.65,0,0
Asgiriya Stadium,1,1,0,0,0,0,10,10,10.00,76.92,0,0
Buffalo Park,1,1,0,0,0,0,41,41,41.00,66.13,0,0
Edgbaston,1,1,0,0,0,0,7,7,7.00,24.14,0,0
Galle International Stadium,3,3,0,0,0,1,47,55,18.33,63.22,0,0
Gymkhana Club Ground,2,2,0,1,0,0,132,137,68.50,88.96,0,0
Headingley,1,1,0,0,0,0,20,20,20.00,95.24,1,0
Indira Priyadarshini Stadium,1,1,0,0,0,0,11,11,11.00,68.75,0,0
Keenan Stadium,1,1,0,0,0,0,19,19,19.00,65.52,0,0
Kennington Oval,1,1,0,0,0,0,4,4,4.00,100.00,0,0
Melbourne Cricket Ground,2,2,0,0,1,0,75,120,60.00,86.96,0,0
National Stadium (Karachi),1,1,0,0,0,0,1,1,1.00,33.33,0,0
Nehru Stadium (Pune),1,1,0,0,0,0,10,10,10.00,45.45,0,0
R Premadasa Stadium,17,17,1,0,5,0,90,590,36.88,68.52,5,0
Rangiri Dambulla International Stadium,4,4,0,0,2,0,73,179,44.75,71.31,0,0
Sharjah Cricket Stadium,13,13,0,0,3,2,88,293,22.54,68.78,3,0
Sinhalese Sports Club Ground,6,6,0,0,1,2,87,139,23.17,96.53,4,0
St George's Park,1,1,0,0,0,0,1,1,1.00,25.00,0,0
Sydney Cricket Ground,1,1,0,0,0,0,24,24,24.00,53.33,0,0
The Rose Bowl,1,1,0,0,0,0,5,5,5.00,31.25,0,0
Vidarbha Cricket Association Ground,1,1,0,0,0,0,39,39,39.00,82.98,0,0
Overall (21),61,61,1,1,12,5,132,1708,28.47,71.49,13,0
