0,1,2,3,4,5,6,7,8,9,10,11,12
Country,Mat,Inns,NO,100s,50s,0s,HS,Runs,Avg,S/R,Ca,St
Australia,3,3,0,0,1,0,75,144,48.00,78.69,0,0
England and Wales,4,4,0,0,0,0,20,36,9.00,51.43,1,0
India,4,4,0,0,0,0,39,79,19.75,69.30,0,0
Kenya,2,2,0,1,0,0,132,137,68.50,88.96,0,0
New Zealand,1,1,0,0,0,0,3,3,3.00,17.65,0,0
Pakistan,1,1,0,0,0,0,1,1,1.00,33.33,0,0
South Africa,2,2,0,0,0,0,41,42,21.00,63.64,0,0
Sri Lanka,31,31,1,0,8,3,90,973,32.43,71.76,9,0
United Arab Emirates,13,13,0,0,3,2,88,293,22.54,68.78,3,0
,,,,,,,,,,,,
