0,1,2,3,4,5,6,7,8,9
Versus,O,M,R,W,4w,Best,Avg,S/R,E/R
ACA Africa XI,10.0,0,62,1,0,1/18,62.00,60.00,6.20
Australia,149.3,7,721,25,2,4/23,28.84,35.88,4.82
Bangladesh,81.5,7,339,20,1,6/35,16.95,24.55,4.14
Canada,7.0,2,16,1,0,1/16,16.00,42.00,2.29
England,149.5,5,721,19,0,2/23,37.95,47.32,4.81
Hong Kong,6.0,0,30,1,0,1/30,30.00,36.00,5.00
ICC World XI,5.0,0,50,0,0,0/50,,,10.00
India,276.1,11,1395,35,2,5/48,39.86,47.34,5.05
Kenya,23.3,2,108,6,1,4/35,18.00,23.50,4.60
Netherlands,13.0,0,48,2,0,1/23,24.00,39.00,3.69
New Zealand,275.3,17,1332,39,0,3/22,34.15,42.38,4.83
Scotland,15.0,0,79,3,0,3/38,26.33,30.00,5.27
South Africa,201.5,9,993,21,0,3/36,47.29,57.67,4.92
Sri Lanka,329.5,16,1494,50,3,5/31,29.88,39.58,4.53
West Indies,197.5,23,847,31,2,4/29,27.32,38.29,4.28
Zimbabwe,81.4,7,329,15,0,3/25,21.93,32.67,4.03
Overall (16),1823.3,106,8564,269,11,6/35,31.84,40.67,4.70
