0,1,2,3,4,5,6,7,8,9
Ground,O,M,R,W,4w,Best,Avg,S/R,E/R
Adelaide Oval,2.0,0,24,0,0,,,,12.00
AMI Stadium,4.0,0,34,1,0,1/34,34.00,24.00,8.50
Arnos Vale Ground,6.0,0,32,0,0,0/32,,,5.33
Bellerive Oval,6.0,0,38,1,0,1/22,38.00,36.00,6.33
Brisbane Cricket Ground,2.0,1,5,1,0,1/5,5.00,12.00,2.50
Eden Park,4.0,0,33,0,0,,,,8.25
Etihad Stadium,3.0,0,22,0,0,,,,7.33
Grange Cricket Club,0.3,0,0,1,0,1/0,0.00,3.00,0.00
Marrara Cricket Ground,8.4,0,44,5,0,3/5,8.80,10.40,5.08
Melbourne Cricket Ground,10.0,0,71,0,0,,,,7.10
Shere Bangla National Stadium,1.0,0,6,0,0,0/6,,,6.00
Sydney Cricket Ground,8.0,1,42,3,0,2/10,14.00,16.00,5.25
Overall (12),55.1,2,351,12,0,3/5,29.25,27.58,6.36
