0,1,2,3,4,5,6,7,8,9
Ground,O,M,R,W,4w,Best,Avg,S/R,E/R
Gymkhana Club Ground,19.0,2,65,2,0,1/32,32.50,57.00,3.42
Hagley Oval,9.0,0,43,1,0,1/43,43.00,54.00,4.78
Hazelaarweg,10.0,0,33,0,0,0/33,,,3.30
Mahinda Rajapaksha International Cricket Stadium,10.0,0,46,1,0,1/46,46.00,60.00,4.60
Mannofield Park,3.0,0,13,0,0,0/13,,,4.33
Mombasa Sports Ground,20.0,0,89,4,0,2/40,22.25,30.00,4.45
R Premadasa Stadium,4.0,0,39,0,0,0/39,,,9.75
Sharjah Cricket Stadium,6.5,0,58,2,0,2/30,29.00,20.50,8.49
Sportpark Thurlede,5.0,1,17,0,0,0/17,,,3.40
VRA Ground,8.0,0,28,2,0,2/28,14.00,24.00,3.50
Overall (10),94.5,3,431,12,0,2/28,35.92,47.42,4.54
