0,1,2,3,4,5,6,7,8,9
Ground,O,M,R,W,4w,Best,Avg,S/R,E/R
Adelaide Oval,10.0,2,32,3,0,3/32,10.67,20.00,3.20
AMI Stadium,10.0,0,58,3,0,3/58,19.33,20.00,5.80
Arbab Niaz Stadium,10.0,1,41,1,0,1/41,41.00,60.00,4.10
Arnos Vale Ground,9.1,1,41,3,0,3/41,13.67,18.33,4.47
Arun Jaitley Stadium,20.0,2,86,5,0,3/47,17.20,24.00,4.30
Bangabandhu National Stadium,10.0,1,45,1,0,1/45,45.00,60.00,4.50
Bellerive Oval,20.0,0,88,2,0,2/42,44.00,60.00,4.40
Bourda,6.0,0,30,0,0,0/30,,,5.00
Brisbane Cricket Ground,10.0,0,33,2,0,2/33,16.50,30.00,3.30
Carisbrook,6.0,0,42,2,0,2/42,21.00,18.00,7.00
Edgbaston,8.4,1,40,1,0,1/40,40.00,52.00,4.62
Gaddafi Stadium,34.0,8,148,6,0,3/32,24.67,34.00,4.35
Galle International Stadium,17.0,0,71,2,0,2/40,35.50,51.00,4.18
Green Park,9.0,0,42,0,0,0/42,,,4.67
Harare Sports Club,10.0,4,14,3,0,3/14,4.67,20.00,1.40
Headingley,20.0,3,94,5,0,3/57,18.80,24.00,4.70
Ibn-e-Qasim Bagh Stadium,10.0,0,49,4,1,4/49,12.25,15.00,4.90
Indira Priyadarshini Stadium,8.0,1,53,0,0,0/53,,,6.63
Kennington Oval,19.0,2,70,3,0,2/33,23.33,38.00,3.68
Kensington Oval,16.0,0,78,2,0,2/53,39.00,48.00,4.88
Kingsmead,10.0,0,60,0,0,0/60,,,6.00
Lord's,16.0,0,76,1,0,1/30,76.00,96.00,4.75
M Chinnaswamy Stadium,20.0,1,101,4,0,2/39,25.25,30.00,5.05
MA Chidambaram Stadium,5.0,1,20,1,0,1/20,20.00,30.00,4.00
Mangaung Oval,10.0,2,33,0,0,0/33,,,3.30
McLean Park,8.0,0,41,4,1,4/41,10.25,12.00,5.13
Melbourne Cricket Ground,61.0,5,229,7,0,2/15,32.71,52.29,3.75
Nahar Singh Stadium,8.2,1,53,1,0,1/53,53.00,50.00,6.36
National Cricket Stadium (Grenada),8.0,1,45,2,0,2/45,22.50,24.00,5.63
National Stadium (Karachi),8.0,0,32,2,0,2/32,16.00,24.00,4.00
Nehru Stadium (Guwahati),7.0,0,37,0,0,0/37,,,5.29
Nehru Stadium (Indore),10.0,1,34,2,0,2/34,17.00,30.00,3.40
Nehru Stadium (Kochi),10.0,0,61,1,0,1/61,61.00,60.00,6.10
Nehru Stadium (Pune),10.0,1,39,2,0,2/39,19.50,30.00,3.90
New Road,9.0,2,19,1,0,1/19,19.00,54.00,2.11
Old Trafford,7.0,1,12,1,0,1/12,12.00,42.00,1.71
P Sara Oval,6.4,0,42,0,0,0/42,,,6.30
Punjab Cricket Association IS Bindra Stadium,8.3,0,48,2,0,2/48,24.00,25.50,5.65
Queen's Park Oval,27.3,3,106,6,0,3/49,17.67,27.50,3.85
Queens Sports Club,8.0,1,33,3,0,3/33,11.00,16.00,4.13
R Premadasa Stadium,29.0,1,131,6,0,3/26,21.83,29.00,4.52
Riverside Ground,10.0,0,45,1,0,1/45,45.00,60.00,4.50
Sardar Patel Stadium,10.0,0,30,3,0,3/30,10.00,20.00,3.00
Sawai Mansingh Stadium,7.5,1,44,1,0,1/44,44.00,47.00,5.62
Sharjah Cricket Stadium,66.5,3,281,15,2,4/28,18.73,26.73,4.20
Sinhalese Sports Club Ground,6.0,0,25,0,0,0/25,,,4.17
Sophia Gardens,8.2,1,43,2,0,2/43,21.50,25.00,5.16
Sydney Cricket Ground,49.0,3,246,9,0,3/64,27.33,32.67,5.02
Trent Bridge,10.0,2,38,0,0,0/38,,,3.80
Vidarbha Cricket Association Ground,9.0,1,30,2,0,2/30,15.00,27.00,3.33
WACA Ground,34.0,3,177,2,0,1/37,88.50,102.00,5.21
Wankhede Stadium,9.0,0,36,5,1,5/36,7.20,10.80,4.00
Overall (52),769.5,61,3402,134,5,5/36,25.39,34.47,4.42
