0,1,2,3,4,5,6,7,8,9
Ground,O,M,R,W,4w,Best,Avg,S/R,E/R
Antigua Recreation Ground,6.0,0,33,1,0,1/12,33.00,36.00,5.50
Bangabandhu National Stadium,28.0,0,119,6,1,5/31,19.83,28.00,4.25
Gaddafi Stadium,3.0,0,21,0,0,,,,7.00
Harare Sports Club,2.2,0,18,0,0,,,,7.71
Headingley,3.0,0,13,0,0,0/13,,,4.33
Kennington Oval,2.5,0,14,0,0,0/14,,,4.94
Kensington Oval,4.0,0,20,1,0,1/12,20.00,24.00,5.00
Khan Shaheb Osman Ali Stadium,7.0,0,30,0,0,,,,4.29
MA Aziz Stadium,5.0,0,22,0,0,,,,4.40
P Sara Oval,2.0,0,16,0,0,0/16,,,8.00
Queen's Park Oval,1.0,0,17,0,0,,,,17.00
R Premadasa Stadium,3.5,0,27,0,0,,,,7.04
Sawai Mansingh Stadium,1.0,0,12,0,0,,,,12.00
Shaheed Chandu Stadium,6.0,0,24,1,0,1/24,24.00,36.00,4.00
Shere Bangla National Stadium,5.0,0,31,0,0,,,,6.20
Sinhalese Sports Club Ground,10.0,0,55,2,0,2/55,27.50,30.00,5.50
Sir Vivian Richards Stadium,0.1,0,1,0,0,,,,6.00
Sophia Gardens,10.0,0,48,0,0,0/48,,,4.80
St Lawrence Ground,10.0,0,48,0,0,0/48,,,4.80
Trent Bridge,10.0,0,65,1,0,1/65,65.00,60.00,6.50
Zahur Ahmed Chowdhury Stadium,3.0,0,22,0,0,,,,7.33
Overall (21),123.1,0,656,12,1,5/31,54.67,61.58,5.33
