0,1,2,3,4,5,6,7,8,9,10,11,12
Versus,Mat,Inns,NO,100s,50s,0s,HS,Runs,Avg,S/R,Ca,St
Bangladesh,2,2,0,0,0,0,23,34,17.00,52.31,0,0
Canada,5,5,1,0,0,1,46*,106,26.50,57.92,6,0
India,1,1,0,0,0,0,21,21,21.00,58.33,0,1
Ireland,1,1,0,0,1,0,51,51,51.00,47.66,0,0
Kenya,4,4,0,0,2,0,68,160,40.00,66.95,2,0
Netherlands,3,3,0,0,0,0,27,42,14.00,59.15,2,0
Scotland,1,1,0,0,0,0,19,19,19.00,65.52,3,0
Sri Lanka,1,1,0,0,0,0,4,4,4.00,133.33,1,0
Zimbabwe,2,2,1,0,0,0,29,41,41.00,73.21,1,2
Overall (9),20,20,2,0,3,1,68,478,26.56,60.58,15,3
