0,1,2,3,4,5,6,7,8,9,10,11,12
Ground,Mat,Inns,NO,100s,50s,0s,HS,Runs,Avg,S/R,Ca,St
Adelaide Oval,1,1,1,0,0,0,13*,13,,118.18,0,0
Brisbane Cricket Ground,2,1,1,0,1,0,55*,55,,157.14,2,0
Dubai International Cricket Stadium,2,2,1,0,0,0,10*,12,12.00,50.00,0,0
Kennington Oval,1,1,1,0,1,0,71*,71,,94.67,0,0
Kingsmead,1,1,0,0,0,0,25,25,25.00,56.82,0,0
Lord's,2,2,1,0,1,0,55,78,78.00,89.66,1,0
Melbourne Cricket Ground,1,1,1,0,0,0,6*,6,,100.00,0,0
Newlands,1,1,0,0,1,0,63,63,63.00,92.65,0,0
Sheikh Zayed Stadium,3,2,1,0,0,0,41*,82,82.00,74.55,1,0
Shere Bangla National Stadium,2,1,0,0,0,0,3,3,3.00,50.00,0,0
St George's Park,1,1,0,0,0,0,3,3,3.00,50.00,2,0
SuperSport Park,5,3,1,0,1,0,50,59,29.50,54.63,0,0
Sydney Cricket Ground,2,2,0,0,0,0,46,74,37.00,110.45,1,0
The Rose Bowl,1,1,1,0,0,0,20*,20,,117.65,0,0
Trent Bridge,2,2,0,0,0,0,17,23,11.50,85.19,0,0
WACA Ground,1,1,0,0,0,0,15,15,15.00,65.22,0,0
Wanderers Stadium,2,2,0,0,0,0,41,61,30.50,96.83,0,0
Overall (17),30,25,9,0,5,0,71*,663,41.44,85.33,7,0
