0,1,2,3,4,5,6,7,8,9,10,11,12
Ground,Mat,Inns,NO,100s,50s,0s,HS,Runs,Avg,S/R,Ca,St
County Ground (Bristol),1,0,0,0,0,0,0,0,,,1,0
Eden Gardens,1,1,0,0,0,0,35,35,35.00,60.34,2,0
Edgbaston,1,1,0,0,0,0,3,3,3.00,50.00,0,0
Grange Cricket Club,1,1,0,0,0,0,12,12,12.00,85.71,2,0
Kennington Oval,2,2,0,0,0,0,12,14,7.00,70.00,1,0
Lord's,1,1,0,0,0,0,7,7,7.00,70.00,1,0
Riverside Ground,1,1,0,0,0,0,41,41,41.00,136.67,0,0
Sir Vivian Richards Stadium,2,2,0,0,1,1,52,52,26.00,91.23,3,0
Sophia Gardens,1,1,0,0,0,0,11,11,11.00,61.11,1,0
The Rose Bowl,2,1,0,0,0,0,34,34,34.00,212.50,1,0
Trent Bridge,1,0,0,0,0,0,0,0,,,1,0
Zahur Ahmed Chowdhury Stadium,1,1,0,0,1,0,62,62,62.00,89.86,0,0
Overall (12),15,12,0,0,2,1,62,271,22.58,90.94,13,0
