0,1,2,3,4,5,6,7,8,9,10,11,12
Ground,Mat,Inns,NO,100s,50s,0s,HS,Runs,Avg,S/R,Ca,St
Brisbane Cricket Ground,1,1,1,0,0,0,0*,0,,,0,0
Melbourne Cricket Ground,3,3,1,0,0,0,15*,26,13.00,54.17,1,0
Sydney Cricket Ground,4,1,1,0,0,0,5*,5,,83.33,0,0
,,,,,,,,,,,,
