0,1,2,3,4,5,6,7,8,9
Ground,O,M,R,W,4w,Best,Avg,S/R,E/R
Bayuemas Oval,4.0,0,19,0,0,0/19,,,4.75
Bulawayo Athletic Club,10.0,1,37,1,0,1/37,37.00,60.00,3.70
Dubai International Cricket Stadium,8.0,2,47,0,0,0/13,,,5.88
Grange Cricket Club,12.0,1,79,2,0,1/36,39.50,36.00,6.58
ICC Global Cricket Academy,36.0,4,139,7,0,3/31,19.86,30.86,3.86
Kinrara Academy Oval,9.0,1,27,2,0,2/27,13.50,27.00,3.00
Mission Road,27.0,2,108,4,0,3/20,27.00,40.50,4.00
Old Hararians Sports Club,10.0,2,22,0,0,0/22,,,2.20
Queens Sports Club,8.0,0,47,0,0,0/47,,,5.88
Tony Ireland Stadium,18.0,1,76,3,0,2/37,25.33,36.00,4.22
Overall (10),142.0,14,601,19,0,3/20,31.63,44.84,4.23
