0,1,2,3,4,5,6,7,8,9
Ground,O,M,R,W,4w,Best,Avg,S/R,E/R
Amini Park,13.0,2,50,1,0,1/9,50.00,78.00,3.85
Bert Sutcliffe Oval,10.0,0,41,3,0,3/41,13.67,20.00,4.10
Bulawayo Athletic Club,17.0,2,68,3,0,2/46,22.67,34.00,4.00
Civil Service Cricket Club,17.0,0,87,1,0,1/49,87.00,102.00,5.12
Dubai International Cricket Stadium,23.0,4,91,6,1,4/38,15.17,23.00,3.96
Grange Cricket Club,90.1,2,580,12,0,3/25,48.33,45.08,6.43
Hagley Oval,18.2,2,88,4,0,2/23,22.00,27.50,4.80
Harare Sports Club,19.0,1,79,5,0,3/27,15.80,22.80,4.16
ICC Global Cricket Academy,33.0,0,190,6,0,2/44,31.67,33.00,5.76
Mannofield Park,37.0,5,145,9,1,4/27,16.11,24.67,3.92
Mission Road,9.0,0,44,2,0,2/44,22.00,27.00,4.89
Queens Sports Club,17.2,1,69,7,1,5/33,9.86,14.86,3.98
Sharjah Cricket Stadium,7.0,1,33,0,0,0/33,,,4.71
Sheikh Zayed Stadium,7.0,1,27,0,0,0/27,,,3.86
The Village,17.0,1,80,2,0,2/44,40.00,51.00,4.71
Overall (15),334.5,22,1672,61,3,5/33,27.41,32.93,4.99
