0,1,2,3,4,5,6,7,8,9,10,11,12
Ground,Mat,Inns,NO,100s,50s,0s,HS,Runs,Avg,S/R,Ca,St
Basin Reserve,3,3,0,0,2,0,82,133,44.33,84.71,2,0
Bay Oval,6,6,0,0,0,0,32,84,14.00,79.25,3,0
Cobham Oval (New),1,1,0,0,0,0,17,17,17.00,80.95,0,0
Dubai International Cricket Stadium,1,1,1,0,0,0,15*,15,,75.00,1,0
Eden Park,2,2,0,0,1,0,61,66,33.00,82.50,1,0
Green Park,1,1,0,0,0,0,37,37,37.00,154.17,0,0
Hagley Oval,6,5,3,0,2,0,83*,193,96.50,98.47,3,0
Lord's,2,2,0,0,1,0,55,63,31.50,64.95,0,0
Maharashtra Cricket Association Stadium,1,1,0,0,0,0,42,42,42.00,67.74,0,0
McLean Park,2,2,0,0,1,0,53,65,32.50,67.01,0,0
Melbourne Cricket Ground,1,1,0,0,0,0,3,3,3.00,27.27,2,0
Old Trafford,1,1,0,0,0,0,28,28,28.00,54.90,0,0
Riverside Ground,1,1,0,0,0,1,0,0,0.00,,0,0
Saxton Oval,4,3,2,1,0,0,124*,148,148.00,125.42,0,0
Seddon Park,4,4,2,0,1,1,52*,100,50.00,69.93,1,0
Sheikh Zayed Stadium,2,2,0,0,0,1,33,33,16.50,51.56,1,0
University Oval,3,3,1,0,1,1,64,77,38.50,88.51,1,0
Wankhede Stadium,1,1,1,0,0,0,4*,4,,400.00,1,0
Westpac Stadium,3,3,0,0,0,1,8,12,4.00,52.17,0,0
Overall (19),45,43,10,1,9,5,124*,1120,33.94,82.41,16,0
