0,1,2,3,4,5,6,7,8,9
Versus,O,M,R,W,4w,Best,Avg,S/R,E/R
Namibia,6.0,1,28,2,0,2/28,14.00,18.00,4.67
Papua New Guinea,10.0,0,68,0,0,0/21,,,6.80
Scotland,17.0,0,69,1,0,1/31,69.00,102.00,4.06
Overall (3),33.0,1,165,3,0,2/28,55.00,66.00,5.00
