0,1,2,3,4,5,6,7,8,9
Ground,O,M,R,W,4w,Best,Avg,S/R,E/R
Adelaide Oval,24.0,3,90,1,0,1/20,90.00,144.00,3.75
AMI Stadium,10.0,2,38,4,1,4/38,9.50,15.00,3.80
Arnos Vale Ground,19.0,2,71,1,0,1/34,71.00,114.00,3.74
Basin Reserve,18.2,2,48,5,1,4/27,9.60,22.00,2.62
Bellerive Oval,8.0,2,29,1,0,1/29,29.00,48.00,3.63
Bourda,12.0,1,62,2,0,2/48,31.00,36.00,5.17
Brisbane Cricket Ground,32.0,3,146,5,0,3/33,29.20,38.40,4.56
Buffalo Park,17.0,2,57,2,0,1/13,28.50,51.00,3.35
Carisbrook,9.0,2,17,2,0,2/17,8.50,27.00,1.89
Eden Park,30.0,7,98,5,0,3/35,19.60,36.00,3.27
Edgbaston,19.0,1,98,2,0,1/28,49.00,57.00,5.16
Gaddafi Stadium,10.0,0,49,1,0,1/49,49.00,60.00,4.90
Headingley,19.0,1,96,2,0,1/47,48.00,57.00,5.05
Indira Priyadarshini Stadium,7.0,1,18,2,0,2/18,9.00,21.00,2.57
Kennington Oval,10.0,1,30,0,0,0/30,,,3.00
Kensington Oval,10.0,1,50,1,0,1/50,50.00,60.00,5.00
Kingsmead,10.0,1,31,2,0,2/31,15.50,30.00,3.10
Lord's,20.0,1,84,4,0,3/55,21.00,30.00,4.20
MA Chidambaram Stadium,4.0,0,38,1,0,1/38,38.00,24.00,9.50
Mangaung Oval,20.0,0,80,2,0,2/34,40.00,60.00,4.00
Melbourne Cricket Ground,121.5,13,444,11,0,3/35,40.36,66.45,3.64
Nahar Singh Stadium,10.0,1,35,4,1,4/35,8.75,15.00,3.50
National Cricket Stadium (Grenada),8.0,0,53,1,0,1/53,53.00,48.00,6.63
Nehru Stadium (Guwahati),10.0,1,51,0,0,0/51,,,5.10
Nehru Stadium (Indore),10.0,1,34,0,0,0/34,,,3.40
Newlands,17.0,2,65,1,0,1/18,65.00,102.00,3.82
Old Trafford,11.0,0,63,1,0,1/63,63.00,66.00,5.73
Punjab Cricket Association IS Bindra Stadium,15.0,1,65,0,0,0/13,,,4.33
Queen's Park Oval,20.0,2,68,4,0,3/32,17.00,30.00,3.40
R Premadasa Stadium,10.0,1,66,2,0,2/23,33.00,30.00,6.60
Sawai Mansingh Stadium,10.0,2,45,1,0,1/45,45.00,60.00,4.50
Seddon Park,10.0,2,46,2,0,2/46,23.00,30.00,4.60
Sharjah Cricket Stadium,28.0,1,95,2,0,2/28,47.50,84.00,3.39
Sinhalese Sports Club Ground,5.0,0,37,2,0,2/37,18.50,15.00,7.40
St George's Park,27.0,1,106,2,0,2/33,53.00,81.00,3.93
SuperSport Park,8.0,0,50,0,0,0/50,,,6.25
Sydney Cricket Ground,124.3,16,445,24,2,4/13,18.54,31.13,3.57
WACA Ground,25.0,5,62,3,0,1/12,20.67,50.00,2.48
Wanderers Stadium,10.0,1,36,1,0,1/36,36.00,60.00,3.60
Overall (39),788.4,83,3096,106,5,4/13,29.21,44.64,3.93
