0,1,2,3,4,5,6,7,8,9,10,11,12
Ground,Mat,Inns,NO,100s,50s,0s,HS,Runs,Avg,S/R,Ca,St
Barabati Stadium,1,1,0,0,0,0,15,15,15.00,65.22,0,0
Edgbaston,1,1,0,0,1,0,69,69,69.00,61.61,0,0
Gaddafi Stadium,1,1,0,0,0,0,43,43,43.00,65.15,1,0
Headingley,1,1,1,0,1,0,81*,81,,105.19,0,0
Kennington Oval,2,2,0,0,0,0,20,28,14.00,29.17,0,0
Lord's,2,2,1,0,1,0,78*,112,112.00,50.22,0,0
M Chinnaswamy Stadium,1,1,0,0,0,0,45,45,45.00,77.59,0,0
Melbourne Cricket Ground,2,2,0,0,0,1,26,26,13.00,52.00,0,0
National Stadium (Karachi),1,1,0,0,0,0,25,25,25.00,46.30,1,2
Nehru Stadium (Pune),1,1,0,0,0,0,5,5,5.00,71.43,0,0
Old Trafford,5,5,0,0,1,0,69,123,24.60,58.57,1,0
Sector 16 Stadium,1,1,0,0,0,0,17,17,17.00,113.33,0,0
Sharjah Cricket Stadium,2,2,0,0,0,0,26,45,22.50,50.56,0,0
Sydney Cricket Ground,2,2,0,0,0,1,26,26,13.00,42.62,1,0
The Cooper Associates County Ground,1,1,0,0,0,0,22,22,22.00,37.29,0,0
Trent Bridge,1,1,0,0,0,0,25,25,25.00,40.32,0,0
Vidarbha Cricket Association Ground,1,1,0,0,0,0,37,37,37.00,62.71,0,0
Overall (17),26,26,2,0,4,2,81*,744,31.00,56.32,4,2
