0,1,2,3,4,5,6,7,8,9
Ground,O,M,R,W,4w,Best,Avg,S/R,E/R
Arnos Vale Ground,5.0,4,8,1,0,1/8,8.00,30.00,1.60
Basin Reserve,6.0,0,32,1,0,1/32,32.00,48.00,4.00
Edgbaston,24.3,4,86,2,0,1/2,43.00,73.50,3.51
Gaddafi Stadium,7.0,0,35,1,0,1/35,35.00,56.00,3.75
Headingley,51.5,9,155,12,0,3/29,12.92,25.92,2.99
Kennington Oval,49.5,1,213,7,0,3/36,30.43,42.71,4.27
Lord's,47.0,7,157,5,0,2/55,31.40,56.40,3.34
Melbourne Cricket Ground,16.0,1,88,5,1,4/57,17.60,25.60,4.13
Old Trafford,40.0,13,77,8,1,4/8,9.63,30.00,1.93
Sydney Cricket Ground,3.2,1,5,1,0,1/5,5.00,26.00,1.15
Trent Bridge,22.0,2,94,2,0,2/29,47.00,66.00,4.27
Zafar Ali (Sahiwal) Stadium,7.0,0,49,0,0,0/49,,,5.25
Overall (12),279.3,42,999,45,2,4/8,22.20,39.00,3.42
