0,1,2,3,4,5,6,7,8,9,10,11,12
Ground,Mat,Inns,NO,100s,50s,0s,HS,Runs,Avg,S/R,Ca,St
Adelaide Oval,2,2,0,0,0,0,26,28,14.00,35.44,0,0
AMI Stadium,1,1,0,0,0,0,1,1,1.00,100.00,0,0
Brisbane Cricket Ground,2,2,0,0,0,0,40,58,29.00,57.43,0,0
Eden Park,1,1,0,0,0,0,6,6,6.00,23.08,0,0
Gaddafi Stadium,1,1,0,0,0,0,11,11,11.00,78.57,1,0
Lal Bahadur Shastri Stadium,1,1,0,0,0,0,5,5,5.00,19.23,0,0
McLean Park,1,1,0,0,0,1,0,0,0.00,,1,0
Melbourne Cricket Ground,7,7,1,0,2,1,69,213,35.50,70.30,1,0
National Stadium (Karachi),1,1,0,0,0,0,7,7,7.00,46.67,0,0
P Sara Oval,1,1,0,0,0,0,16,16,16.00,61.54,0,0
Pindi Club Ground,1,1,0,0,0,0,27,27,27.00,56.25,0,0
Seddon Park,1,1,0,0,0,0,15,15,15.00,57.69,0,0
Sharjah Cricket Stadium,2,2,0,0,0,0,16,18,9.00,37.50,0,0
Sydney Cricket Ground,3,3,1,0,1,1,67*,68,34.00,50.37,0,0
Tyronne Fernando Stadium,1,1,1,0,0,0,3*,3,,25.00,0,0
WACA Ground,5,5,0,0,1,0,67,166,33.20,64.09,0,0
Overall (16),31,31,3,0,4,3,69,642,22.93,57.07,3,0
