0,1,2,3,4,5,6,7,8,9,10,11,12
Ground,Mat,Inns,NO,100s,50s,0s,HS,Runs,Avg,S/R,Ca,St
Adelaide Oval,1,1,0,0,0,0,11,11,11.00,47.83,0,0
AMI Stadium,1,1,0,0,0,1,0,0,0.00,,0,0
Basin Reserve,1,1,0,0,0,0,11,11,11.00,68.75,0,0
Brisbane Cricket Ground,1,1,0,0,0,0,14,14,14.00,63.64,0,0
Eden Park,1,0,0,0,0,0,0,0,,,0,0
Harare Sports Club,2,2,0,0,1,1,73,73,36.50,66.36,0,0
Lord's,1,1,0,0,1,0,52,52,52.00,66.67,0,0
Melbourne Cricket Ground,2,2,1,0,0,0,31*,33,33.00,55.93,0,0
Queens Sports Club,1,1,0,0,0,0,10,10,10.00,50.00,1,0
Sydney Cricket Ground,2,2,0,0,0,0,18,31,15.50,40.79,0,1
Overall (10),13,12,1,0,2,2,73,235,21.36,57.60,1,1
