0,1,2,3,4,5,6,7,8,9
Ground,O,M,R,W,4w,Best,Avg,S/R,E/R
Bangabandhu National Stadium,35.0,2,170,4,0,2/35,42.50,52.50,4.86
Edgbaston,6.0,1,17,0,0,0/17,,,2.83
Harare Sports Club,9.0,1,34,1,0,1/34,34.00,54.00,3.78
Headingley,7.0,1,43,0,0,0/43,,,6.14
Kennington Oval,7.0,0,61,0,0,0/61,,,8.71
MA Aziz Stadium,26.2,2,113,8,1,4/40,14.13,19.75,4.29
Marrara Cricket Ground,10.0,1,55,1,0,1/55,55.00,60.00,5.50
McLean Park,9.0,1,78,0,0,0/78,,,8.67
Old Trafford,3.0,0,29,0,0,0/29,,,9.67
Queens Sports Club,14.5,0,78,5,0,3/29,15.60,17.80,5.26
R Premadasa Stadium,6.1,0,47,1,0,1/47,47.00,37.00,7.62
Shaheed Chandu Stadium,7.0,0,59,1,0,1/59,59.00,42.00,8.43
Shere Bangla National Stadium,72.3,7,302,13,0,3/13,23.23,33.46,4.17
Sophia Gardens,10.0,2,65,1,0,1/65,65.00,60.00,6.50
The Rose Bowl,10.0,1,44,0,0,0/44,,,4.40
Titwood,6.0,0,28,2,0,2/28,14.00,18.00,4.67
Trent Bridge,10.0,0,83,3,0,3/83,27.67,20.00,8.30
Warner Park,5.0,0,27,1,0,1/27,27.00,30.00,5.40
Zahur Ahmed Chowdhury Stadium,21.0,4,53,3,0,2/10,17.67,42.00,2.52
Overall (19),274.5,23,1386,44,1,4/40,31.50,37.48,5.04
