0,1,2,3,4,5,6,7,8,9,10,11,12
Ground,Mat,Inns,NO,100s,50s,0s,HS,Runs,Avg,S/R,Ca,St
Boland Park,1,1,0,0,0,0,14,14,14.00,116.67,0,0
Buffalo Park,1,1,0,0,0,0,6,6,6.00,100.00,1,0
Castle Avenue,1,1,0,0,1,0,76,76,76.00,113.43,3,0
Diamond Oval,1,1,0,0,0,0,21,21,21.00,72.41,0,0
Dubai International Cricket Stadium,3,3,0,1,0,1,121,128,42.67,93.43,0,1
Edgbaston,1,1,0,0,0,0,22,22,22.00,91.67,1,0
Hagley Oval,1,1,0,0,0,0,1,1,1.00,25.00,2,0
Lord's,1,1,0,0,0,0,32,32,32.00,80.00,0,0
McLean Park,1,1,0,0,0,0,1,1,1.00,12.50,0,0
Sheikh Zayed Stadium,3,3,0,0,0,0,41,53,17.67,72.60,2,2
Shere Bangla National Stadium,11,11,0,0,0,2,41,172,15.64,69.35,9,0
Sylhet Stadium,1,1,0,0,0,0,23,23,23.00,69.70,0,0
The Cooper Associates County Ground,1,1,1,0,1,0,94*,94,,136.23,1,0
The Rose Bowl,1,1,0,0,0,0,16,16,16.00,94.12,1,0
Trent Bridge,1,1,0,0,0,0,20,20,20.00,117.65,0,0
University Oval,1,1,0,0,0,0,1,1,1.00,25.00,0,0
Zahur Ahmed Chowdhury Stadium,3,3,1,0,1,1,83,88,44.00,106.02,1,0
Overall (17),33,33,2,1,3,4,121,768,24.77,88.17,21,3
