0,1,2,3,4,5,6,7,8,9,10,11,12
Versus,Mat,Inns,NO,100s,50s,0s,HS,Runs,Avg,S/R,Ca,St
Afghanistan,3,3,0,0,0,0,41,63,21.00,85.14,2,0
Australia,1,1,0,0,0,0,20,20,20.00,117.65,0,0
India,6,6,0,1,0,0,121,228,38.00,87.36,7,0
Ireland,1,1,0,0,1,0,76,76,76.00,113.43,3,0
New Zealand,3,3,0,0,0,0,1,3,1.00,18.75,2,0
Pakistan,2,2,0,0,0,0,32,38,19.00,67.86,1,2
South Africa,6,6,1,0,0,1,21,63,12.60,94.03,2,0
Sri Lanka,1,1,0,0,0,1,0,0,0.00,,0,1
West Indies,4,4,1,0,1,0,94*,166,55.33,95.95,3,0
Zimbabwe,6,6,0,0,1,2,83,111,18.50,81.62,1,0
Overall (10),33,33,2,1,3,4,121,768,24.77,88.17,21,3
