0,1,2,3,4,5,6,7,8,9,10,11,12
Versus,Mat,Inns,NO,100s,50s,0s,HS,Runs,Avg,S/R,Ca,St
New Zealand,2,2,0,0,1,0,77,84,42.00,95.45,0,0
South Africa,7,7,0,0,1,0,89,157,22.43,81.35,1,0
Overall (2),9,9,0,0,2,0,89,241,26.78,85.77,1,0
