0,1,2,3,4,5,6,7,8,9
Ground,O,M,R,W,4w,Best,Avg,S/R,E/R
Edgbaston,24.0,4,80,1,0,1/34,80.00,144.00,3.33
Headingley,4.5,0,36,0,0,0/36,,,7.45
Overall (2),28.5,4,116,1,0,1/34,116.00,173.00,4.02
