0,1,2,3,4,5,6,7,8,9,10,11,12
Country,Mat,Inns,NO,100s,50s,0s,HS,Runs,Avg,S/R,Ca,St
Bangladesh,2,2,0,0,0,2,0,0,0.00,,0,0
Ireland,3,3,0,0,0,0,40,71,23.67,62.83,0,0
Kenya,5,5,0,0,1,2,67,85,17.00,75.89,3,0
Scotland,7,7,0,0,0,1,26,78,11.14,60.00,4,0
South Africa,2,2,0,0,0,1,2,2,1.00,16.67,0,0
West Indies,2,2,0,0,0,1,1,1,0.50,16.67,0,0
,,,,,,,,,,,,
