0,1,2,3,4,5,6,7,8,9,10,11,12
Ground,Mat,Inns,NO,100s,50s,0s,HS,Runs,Avg,S/R,Ca,St
Cambusdoon New Ground,1,1,0,0,0,0,26,26,26.00,89.66,1,0
Castle Avenue,1,1,0,0,0,0,40,40,40.00,70.18,0,0
Civil Service Cricket Club,2,2,0,0,0,0,23,31,15.50,55.36,0,0
Grange Cricket Club,1,1,0,0,0,1,0,0,0.00,,0,0
Mannofield Park,4,4,0,0,0,0,22,51,12.75,56.04,3,0
Mombasa Sports Ground,4,4,0,0,1,2,67,69,17.25,74.19,3,0
Ruaraka Sports Club Ground,1,1,0,0,0,0,16,16,16.00,84.21,0,0
Shere Bangla National Stadium,1,1,0,0,0,1,0,0,0.00,,0,0
Titwood,1,1,0,0,0,0,1,1,1.00,14.29,0,0
Warner Park,2,2,0,0,0,1,1,1,0.50,16.67,0,0
Willowmoore Park,2,2,0,0,0,1,2,2,1.00,16.67,0,0
Zahur Ahmed Chowdhury Stadium,1,1,0,0,0,1,0,0,0.00,,0,0
Overall (12),21,21,0,0,1,7,67,237,11.29,62.86,7,0
