0,1,2,3,4,5,6,7,8,9
Versus,O,M,R,W,4w,Best,Avg,S/R,E/R
Afghanistan,6.0,0,38,1,0,1/29,38.00,36.00,6.33
Australia,6.0,0,52,0,0,,,,8.67
Bangladesh,7.0,0,45,0,0,0/45,,,6.43
Canada,1.0,0,10,0,0,0/10,,,10.00
England,3.0,0,17,0,0,0/6,,,5.67
Ireland,9.0,0,30,1,0,1/15,30.00,54.00,3.33
Kenya,16.0,1,76,5,0,3/31,15.20,19.20,4.75
Pakistan,10.0,0,50,1,0,1/50,50.00,60.00,5.00
Sri Lanka,4.0,0,46,1,0,1/46,46.00,24.00,11.50
United Arab Emirates,5.0,1,20,0,0,0/20,,,4.00
Overall (10),67.0,2,384,9,0,3/31,42.67,44.67,5.73
