0,1,2,3,4,5,6,7,8,9
Ground,O,M,R,W,4w,Best,Avg,S/R,E/R
Adelaide Oval,6.0,0,18,1,0,1/18,18.00,36.00,3.00
AMI Stadium,11.0,0,48,2,0,1/20,24.00,33.00,4.36
Antigua Recreation Ground,10.0,1,38,2,0,2/38,19.00,30.00,3.80
Arnos Vale Ground,8.0,0,29,1,0,1/29,29.00,48.00,3.63
Arun Jaitley Stadium,3.0,0,21,0,0,0/21,,,7.00
Bangabandhu National Stadium,21.3,0,112,8,1,5/30,14.00,16.13,5.21
Bellerive Oval,10.0,0,57,2,0,2/57,28.50,30.00,5.70
Boland Park,17.0,0,75,3,0,2/35,25.00,34.00,4.41
Brabourne Stadium,7.0,0,28,3,0,3/28,9.33,14.00,4.00
Brisbane Cricket Ground,38.0,1,199,6,0,2/32,33.17,38.00,5.24
Buffalo Park,77.0,4,393,8,0,2/22,49.13,57.75,5.10
Captain Roop Singh Stadium,5.0,0,44,0,0,0/44,,,8.80
Carisbrook,14.1,0,68,1,0,1/36,68.00,85.00,4.80
Civil Service Cricket Club,15.1,0,85,3,0,2/20,28.33,30.33,5.60
County Ground (Chelmsford),6.0,0,36,0,0,0/36,,,6.00
County Ground (Hove),10.0,1,43,0,0,0/43,,,4.30
County Ground (Northampton),8.0,0,26,3,0,3/26,8.67,16.00,3.25
Darren Sammy National Cricket Stadium,5.0,1,20,0,0,0/20,,,4.00
Diamond Oval,18.0,1,81,5,0,2/25,16.20,21.60,4.50
Dubai International Cricket Stadium,21.0,0,100,5,0,3/30,20.00,25.20,4.76
Eden Gardens,10.0,1,40,3,0,2/20,13.33,20.00,4.00
Eden Park,17.0,1,85,1,0,1/31,85.00,102.00,5.00
Edgbaston,26.0,4,109,4,0,2/15,27.25,39.00,4.19
Etihad Stadium,30.4,1,202,4,0,1/21,50.50,46.00,6.59
Gaddafi Stadium,33.0,2,208,6,0,2/47,34.67,33.00,6.30
Galle International Stadium,10.0,0,42,3,0,3/42,14.00,20.00,4.20
Gymkhana Club Ground,45.3,2,204,8,0,2/26,25.50,34.13,4.48
Harare Sports Club,9.0,0,42,1,0,1/24,42.00,54.00,4.67
Headingley,5.0,0,25,2,0,2/25,12.50,15.00,5.00
Iqbal Stadium,14.0,1,69,0,0,,,,4.93
Kallang Ground,15.0,2,43,4,0,2/15,10.75,22.50,2.87
Keenan Stadium,5.0,0,19,0,0,0/19,,,3.80
Kennington Oval,34.0,1,181,6,0,2/29,30.17,34.00,5.32
Kensington Oval,15.3,1,46,5,1,4/22,9.20,18.60,2.97
Kingsmead,113.1,4,518,20,0,3/3,25.90,33.95,4.58
Lord's,4.0,0,53,0,0,0/20,,,13.25
MA Chidambaram Stadium,4.0,1,14,0,0,0/14,,,3.50
Mangaung Oval,70.3,4,325,12,0,2/16,27.08,35.25,4.61
McLean Park,27.0,0,144,5,0,3/41,28.80,32.40,5.33
Melbourne Cricket Ground,30.4,1,113,3,0,3/30,37.67,61.33,3.68
Multan Cricket Stadium,3.0,0,15,1,0,1/15,15.00,18.00,5.00
Nahar Singh Stadium,10.0,0,37,2,0,2/37,18.50,30.00,3.70
National Cricket Stadium (Grenada),18.0,0,88,2,0,2/36,44.00,54.00,4.89
National Cricket Stadium (Tangier),34.0,1,148,5,0,2/18,29.60,40.80,4.35
Nehru Stadium (Kochi),6.0,0,42,1,0,1/42,42.00,36.00,7.00
Newlands,112.4,6,579,21,1,5/41,27.57,32.19,5.14
Old Trafford,6.0,1,28,1,0,1/18,28.00,36.00,4.67
Providence Stadium,15.0,0,71,1,0,1/27,71.00,90.00,4.73
Punjab Cricket Association IS Bindra Stadium,6.0,0,19,2,0,2/19,9.50,18.00,3.17
Queen's Park Oval,24.0,0,103,3,0,1/25,34.33,48.00,4.29
Queens Sports Club,5.0,0,22,0,0,0/22,,,4.40
R Premadasa Stadium,45.0,4,233,5,0,3/20,46.60,54.00,5.18
Rajiv Gandhi International Stadium,6.0,0,36,0,0,0/36,,,6.00
Rangiri Dambulla International Stadium,15.0,1,69,0,0,0/20,,,4.60
Rawalpindi Cricket Stadium,26.0,1,99,1,0,1/20,99.00,156.00,3.81
Reliance Stadium,8.5,0,50,2,0,2/50,25.00,26.50,5.66
Sabina Park,20.0,1,74,3,0,2/34,24.67,40.00,3.70
Sardar Patel Stadium,8.0,0,34,1,0,1/34,34.00,48.00,4.25
Sawai Mansingh Stadium,12.0,0,62,3,0,3/29,20.67,24.00,5.17
Senwes Park,25.5,1,139,5,1,4/33,27.80,31.00,5.38
Sharjah Cricket Stadium,46.0,5,188,8,0,3/21,23.50,34.50,4.09
Sheikh Zayed Stadium,6.0,0,22,0,0,0/22,,,3.67
Shere Bangla National Stadium,3.0,1,6,0,0,,,,2.00
Sinhalese Sports Club Ground,19.0,2,90,3,0,2/41,30.00,38.00,4.74
Sir Vivian Richards Stadium,6.0,0,25,1,0,1/7,25.00,36.00,4.17
Sophia Gardens,10.0,0,47,3,0,3/47,15.67,20.00,4.70
