0,1,2,3,4,5,6,7,8,9
Innings No,O,M,R,W,4w,Best,Avg,S/R,E/R
First,594.4,33,3100,115,8,5/23,26.96,31.03,5.21
Second,423.3,23,2264,63,2,4/15,35.94,40.33,5.35
Overall,1018.1,56,5364,178,10,5/23,30.13,34.32,5.27
